Reporting level,Province,Indicator,Metric,Data year,Unit of measurement,Indicator result
Provincial,Ontario,Cataract Surgery,50th Percentile,2008,Days,44
Provincial,Ontario,Cataract Surgery,90th Percentile,2008,Days,123
Provincial,Ontario,Cataract Surgery,Volume,2008,Number of cases,65616
Provincial,Ontario,Colorectal Cancer Surgery,50th Percentile,2008,Days,n/a
Provincial,Ontario,Colorectal Cancer Surgery,90th Percentile,2008,Days,n/a
Provincial,Ontario,Colorectal Cancer Surgery,Volume,2008,Number of cases,n/a
Provincial,Ontario,CT Scan,50th Percentile,2008,Days,9
Provincial,Ontario,CT Scan,90th Percentile,2008,Days,40
Provincial,Ontario,CT Scan,Volume,2008,Number of cases,351878
Provincial,Ontario,Hip Fracture Repair,% Meeting Benchmark,2008,Proportion,n/a
Provincial,Ontario,Hip Fracture Repair,50th Percentile,2008,Hours,n/a
Provincial,Ontario,Hip Fracture Repair,90th Percentile,2008,Hours,n/a
Provincial,Ontario,Hip Fracture Repair,Volume,2008,Number of cases,n/a
Provincial,Ontario,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2008,Proportion,n/a
Provincial,Ontario,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2008,Hours,n/a
Provincial,Ontario,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2008,Hours,n/a
Provincial,Ontario,Hip Fracture Repair/Emergency and Inpatient,Volume,2008,Number of cases,n/a
Provincial,Ontario,Hip Replacement,% Meeting Benchmark,2008,Proportion,90
Provincial,Ontario,Hip Replacement,50th Percentile,2008,Days,63
Provincial,Ontario,Hip Replacement,90th Percentile,2008,Days,180
Provincial,Ontario,Hip Replacement,Volume,2008,Number of cases,5348
Provincial,Ontario,Knee Replacement,% Meeting Benchmark,2008,Proportion,85
Provincial,Ontario,Knee Replacement,50th Percentile,2008,Days,71
Provincial,Ontario,Knee Replacement,90th Percentile,2008,Days,223
Provincial,Ontario,Knee Replacement,Volume,2008,Number of cases,9922
Provincial,Ontario,Lung Cancer Surgery,50th Percentile,2008,Days,n/a
Provincial,Ontario,Lung Cancer Surgery,90th Percentile,2008,Days,n/a
Provincial,Ontario,Lung Cancer Surgery,Volume,2008,Number of cases,n/a
Provincial,Ontario,MRI Scan,50th Percentile,2008,Days,30
Provincial,Ontario,MRI Scan,90th Percentile,2008,Days,95
Provincial,Ontario,MRI Scan,Volume,2008,Number of cases,203609
Provincial,Ontario,Prostate Cancer Surgery,50th Percentile,2008,Days,n/a
Provincial,Ontario,Prostate Cancer Surgery,90th Percentile,2008,Days,n/a
Provincial,Ontario,Prostate Cancer Surgery,Volume,2008,Number of cases,n/a
Provincial,Ontario,Radiation Therapy,% Meeting Benchmark,2008,Proportion,90
Provincial,Ontario,Radiation Therapy,50th Percentile,2008,Days,11
Provincial,Ontario,Radiation Therapy,90th Percentile,2008,Days,29
Provincial,Ontario,Radiation Therapy,Volume,2008,Number of cases,13177
Provincial,Prince Edward Island,Bladder Cancer Surgery,50th Percentile,2008,Days,n/a
Provincial,Prince Edward Island,Bladder Cancer Surgery,90th Percentile,2008,Days,n/a
Provincial,Prince Edward Island,Bladder Cancer Surgery,Volume,2008,Number of cases,n/a
Provincial,Prince Edward Island,Breast Cancer Surgery,50th Percentile,2008,Days,n/a
Provincial,Prince Edward Island,Breast Cancer Surgery,90th Percentile,2008,Days,n/a
Provincial,Prince Edward Island,Breast Cancer Surgery,Volume,2008,Number of cases,n/a
Provincial,Prince Edward Island,CABG,% Meeting Benchmark,2008,Proportion,n/a
Provincial,Prince Edward Island,CABG,50th Percentile,2008,Days,n/a
Provincial,Prince Edward Island,CABG,90th Percentile,2008,Days,n/a
Provincial,Prince Edward Island,CABG,Volume,2008,Number of cases,n/a
Provincial,Prince Edward Island,Cataract Surgery,% Meeting Benchmark,2008,Proportion,60
Provincial,Prince Edward Island,Cataract Surgery,50th Percentile,2008,Days,78
Provincial,Prince Edward Island,Cataract Surgery,90th Percentile,2008,Days,180
Provincial,Prince Edward Island,Cataract Surgery,Volume,2008,Number of cases,477
Provincial,Prince Edward Island,Colorectal Cancer Surgery,50th Percentile,2008,Days,n/a
Provincial,Prince Edward Island,Colorectal Cancer Surgery,90th Percentile,2008,Days,n/a
Provincial,Prince Edward Island,Colorectal Cancer Surgery,Volume,2008,Number of cases,n/a
Provincial,Prince Edward Island,CT Scan,50th Percentile,2008,Days,22
Provincial,Prince Edward Island,CT Scan,90th Percentile,2008,Days,88
Provincial,Prince Edward Island,CT Scan,Volume,2008,Number of cases,3172
Provincial,Prince Edward Island,Hip Fracture Repair,% Meeting Benchmark,2008,Proportion,n/a
Provincial,Prince Edward Island,Hip Fracture Repair,50th Percentile,2008,Hours,n/a
Provincial,Prince Edward Island,Hip Fracture Repair,90th Percentile,2008,Hours,n/a
Provincial,Prince Edward Island,Hip Fracture Repair,Volume,2008,Number of cases,n/a
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2008,Proportion,n/a
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2008,Hours,n/a
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2008,Hours,n/a
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,Volume,2008,Number of cases,n/a
Provincial,Prince Edward Island,Hip Replacement,% Meeting Benchmark,2008,Proportion,71
Provincial,Prince Edward Island,Hip Replacement,50th Percentile,2008,Days,110
Provincial,Prince Edward Island,Hip Replacement,90th Percentile,2008,Days,356
Provincial,Prince Edward Island,Hip Replacement,Volume,2008,Number of cases,59
Provincial,Prince Edward Island,Knee Replacement,% Meeting Benchmark,2008,Proportion,75
Provincial,Prince Edward Island,Knee Replacement,50th Percentile,2008,Days,108
Provincial,Prince Edward Island,Knee Replacement,90th Percentile,2008,Days,345
Provincial,Prince Edward Island,Knee Replacement,Volume,2008,Number of cases,105
Provincial,Prince Edward Island,Lung Cancer Surgery,50th Percentile,2008,Days,n/a
Provincial,Prince Edward Island,Lung Cancer Surgery,90th Percentile,2008,Days,n/a
Provincial,Prince Edward Island,Lung Cancer Surgery,Volume,2008,Number of cases,n/a
Provincial,Prince Edward Island,MRI Scan,50th Percentile,2008,Days,79
Provincial,Prince Edward Island,MRI Scan,90th Percentile,2008,Days,199
Provincial,Prince Edward Island,MRI Scan,Volume,2008,Number of cases,1391
Provincial,Prince Edward Island,Prostate Cancer Surgery,50th Percentile,2008,Days,n/a
Provincial,Prince Edward Island,Prostate Cancer Surgery,90th Percentile,2008,Days,n/a
Provincial,Prince Edward Island,Prostate Cancer Surgery,Volume,2008,Number of cases,n/a
Provincial,Prince Edward Island,Radiation Therapy,% Meeting Benchmark,2008,Proportion,100
Provincial,Prince Edward Island,Radiation Therapy,50th Percentile,2008,Days,7
Provincial,Prince Edward Island,Radiation Therapy,90th Percentile,2008,Days,19
Provincial,Prince Edward Island,Radiation Therapy,Volume,2008,Number of cases,198
Provincial,Quebec,Bladder Cancer Surgery,50th Percentile,2008,Days,n/a
Provincial,Quebec,Bladder Cancer Surgery,90th Percentile,2008,Days,n/a
Provincial,Quebec,Bladder Cancer Surgery,Volume,2008,Number of cases,n/a
Provincial,Quebec,Breast Cancer Surgery,50th Percentile,2008,Days,n/a
Provincial,Quebec,Breast Cancer Surgery,90th Percentile,2008,Days,n/a
Provincial,Quebec,Breast Cancer Surgery,Volume,2008,Number of cases,n/a
Provincial,Quebec,CABG,% Meeting Benchmark,2008,Proportion,n/a
Provincial,Quebec,CABG,50th Percentile,2008,Days,n/a
Provincial,Quebec,CABG,90th Percentile,2008,Days,n/a
Provincial,Quebec,CABG,Volume,2008,Number of cases,n/a
Provincial,Quebec,Cataract Surgery,% Meeting Benchmark,2008,Proportion,82
Provincial,Quebec,Cataract Surgery,50th Percentile,2008,Days,42
Provincial,Quebec,Cataract Surgery,90th Percentile,2008,Days,155
Provincial,Quebec,Cataract Surgery,Volume,2008,Number of cases,33263
Provincial,Quebec,Colorectal Cancer Surgery,50th Percentile,2008,Days,n/a
Provincial,Quebec,Colorectal Cancer Surgery,90th Percentile,2008,Days,n/a
Provincial,Quebec,Colorectal Cancer Surgery,Volume,2008,Number of cases,n/a
Provincial,Quebec,CT Scan,50th Percentile,2008,Days,n/a
Provincial,Quebec,CT Scan,90th Percentile,2008,Days,n/a
Provincial,Quebec,CT Scan,Volume,2008,Number of cases,n/a
Provincial,Quebec,Hip Fracture Repair,% Meeting Benchmark,2008,Proportion,n/a
Provincial,Quebec,Hip Fracture Repair,50th Percentile,2008,Hours,n/a
Provincial,Quebec,Hip Fracture Repair,90th Percentile,2008,Hours,n/a
Provincial,Quebec,Hip Fracture Repair,Volume,2008,Number of cases,n/a
Provincial,Quebec,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2008,Proportion,n/a
Provincial,Quebec,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2008,Hours,n/a
Provincial,Quebec,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2008,Hours,n/a
Provincial,Quebec,Hip Fracture Repair/Emergency and Inpatient,Volume,2008,Number of cases,n/a
Provincial,Quebec,Hip Replacement,% Meeting Benchmark,2008,Proportion,90
Provincial,Quebec,Hip Replacement,50th Percentile,2008,Days,69
Provincial,Quebec,Hip Replacement,90th Percentile,2008,Days,182
Provincial,Quebec,Hip Replacement,Volume,2008,Number of cases,1857
Provincial,Quebec,Knee Replacement,% Meeting Benchmark,2008,Proportion,86
Provincial,Quebec,Knee Replacement,50th Percentile,2008,Days,85
Provincial,Quebec,Knee Replacement,90th Percentile,2008,Days,211
Provincial,Quebec,Knee Replacement,Volume,2008,Number of cases,2605
Provincial,Quebec,Lung Cancer Surgery,50th Percentile,2008,Days,n/a
Provincial,Quebec,Lung Cancer Surgery,90th Percentile,2008,Days,n/a
Provincial,Quebec,Lung Cancer Surgery,Volume,2008,Number of cases,n/a
Provincial,Quebec,MRI Scan,50th Percentile,2008,Days,n/a
Provincial,Quebec,MRI Scan,90th Percentile,2008,Days,n/a
Provincial,Quebec,MRI Scan,Volume,2008,Number of cases,n/a
Provincial,Quebec,Prostate Cancer Surgery,50th Percentile,2008,Days,n/a
Provincial,Quebec,Prostate Cancer Surgery,90th Percentile,2008,Days,n/a
Provincial,Quebec,Prostate Cancer Surgery,Volume,2008,Number of cases,n/a
Provincial,Quebec,Radiation Therapy,% Meeting Benchmark,2008,Proportion,n/a
Provincial,Quebec,Radiation Therapy,50th Percentile,2008,Days,n/a
Provincial,Quebec,Radiation Therapy,90th Percentile,2008,Days,n/a
Provincial,Quebec,Radiation Therapy,Volume,2008,Number of cases,8602
Provincial,Saskatchewan,Bladder Cancer Surgery,50th Percentile,2008,Days,n/a
Provincial,Saskatchewan,Bladder Cancer Surgery,90th Percentile,2008,Days,n/a
Provincial,Saskatchewan,Bladder Cancer Surgery,Volume,2008,Number of cases,n/a
Provincial,Saskatchewan,Breast Cancer Surgery,50th Percentile,2008,Days,n/a
Provincial,Saskatchewan,Breast Cancer Surgery,90th Percentile,2008,Days,n/a
Provincial,Saskatchewan,Breast Cancer Surgery,Volume,2008,Number of cases,n/a
Provincial,Saskatchewan,CABG,% Meeting Benchmark,2008,Proportion,98
Provincial,Saskatchewan,CABG,50th Percentile,2008,Days,4
Provincial,Saskatchewan,CABG,90th Percentile,2008,Days,69
Provincial,Saskatchewan,CABG,Volume,2008,Number of cases,309
Provincial,Saskatchewan,Cataract Surgery,% Meeting Benchmark,2008,Proportion,48
Provincial,Saskatchewan,Cataract Surgery,50th Percentile,2008,Days,118
Provincial,Saskatchewan,Cataract Surgery,90th Percentile,2008,Days,334
Provincial,Saskatchewan,Cataract Surgery,Volume,2008,Number of cases,3423
Provincial,Saskatchewan,Colorectal Cancer Surgery,50th Percentile,2008,Days,n/a
Provincial,Saskatchewan,Colorectal Cancer Surgery,90th Percentile,2008,Days,n/a
Provincial,Saskatchewan,Colorectal Cancer Surgery,Volume,2008,Number of cases,n/a
Provincial,Saskatchewan,CT Scan,50th Percentile,2008,Days,n/a
Provincial,Saskatchewan,CT Scan,90th Percentile,2008,Days,n/a
Provincial,Saskatchewan,CT Scan,Volume,2008,Number of cases,n/a
Provincial,Saskatchewan,Hip Fracture Repair,% Meeting Benchmark,2008,Proportion,n/a
Provincial,Saskatchewan,Hip Fracture Repair,50th Percentile,2008,Hours,n/a
Provincial,Saskatchewan,Hip Fracture Repair,90th Percentile,2008,Hours,n/a
Provincial,Saskatchewan,Hip Fracture Repair,Volume,2008,Number of cases,n/a
Provincial,Saskatchewan,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2008,Proportion,n/a
Provincial,Saskatchewan,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2008,Hours,n/a
Provincial,Saskatchewan,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2008,Hours,n/a
Provincial,Saskatchewan,Hip Fracture Repair/Emergency and Inpatient,Volume,2008,Number of cases,n/a
Provincial,Saskatchewan,Hip Replacement,% Meeting Benchmark,2008,Proportion,56
Provincial,Saskatchewan,Hip Replacement,50th Percentile,2008,Days,157
Provincial,Saskatchewan,Hip Replacement,90th Percentile,2008,Days,482
Provincial,Saskatchewan,Hip Replacement,Volume,2008,Number of cases,497
Provincial,Saskatchewan,Knee Replacement,% Meeting Benchmark,2008,Proportion,37
Provincial,Saskatchewan,Knee Replacement,50th Percentile,2008,Days,246
Provincial,Saskatchewan,Knee Replacement,90th Percentile,2008,Days,613
Provincial,Saskatchewan,Knee Replacement,Volume,2008,Number of cases,818
Provincial,Saskatchewan,Lung Cancer Surgery,50th Percentile,2008,Days,n/a
Provincial,Saskatchewan,Lung Cancer Surgery,90th Percentile,2008,Days,n/a
Provincial,Saskatchewan,Lung Cancer Surgery,Volume,2008,Number of cases,n/a
Provincial,Saskatchewan,MRI Scan,50th Percentile,2008,Days,n/a
Provincial,Saskatchewan,MRI Scan,90th Percentile,2008,Days,n/a
Provincial,Saskatchewan,MRI Scan,Volume,2008,Number of cases,n/a
Provincial,Saskatchewan,Prostate Cancer Surgery,50th Percentile,2008,Days,n/a
Provincial,Saskatchewan,Prostate Cancer Surgery,90th Percentile,2008,Days,n/a
Provincial,Saskatchewan,Prostate Cancer Surgery,Volume,2008,Number of cases,n/a
Provincial,Saskatchewan,Radiation Therapy,% Meeting Benchmark,2008,Proportion,81
Provincial,Saskatchewan,Radiation Therapy,50th Percentile,2008,Days,14
Provincial,Saskatchewan,Radiation Therapy,90th Percentile,2008,Days,36
Provincial,Saskatchewan,Radiation Therapy,Volume,2008,Number of cases,781
Provincial,Alberta,Bladder Cancer Surgery,50th Percentile,2009,Days,n/a
Provincial,Alberta,Bladder Cancer Surgery,90th Percentile,2009,Days,n/a
Provincial,Alberta,Bladder Cancer Surgery,Volume,2009,Number of cases,n/a
Provincial,Alberta,Breast Cancer Surgery,50th Percentile,2009,Days,n/a
Provincial,Alberta,Breast Cancer Surgery,90th Percentile,2009,Days,n/a
Provincial,Alberta,Breast Cancer Surgery,Volume,2009,Number of cases,n/a
Provincial,Alberta,CABG,% Meeting Benchmark,2009,Proportion,93
Provincial,Alberta,CABG,50th Percentile,2009,Days,17
Provincial,Alberta,CABG,90th Percentile,2009,Days,156
Provincial,Alberta,CABG,Volume,2009,Number of cases,665
Provincial,Alberta,Cataract Surgery,% Meeting Benchmark,2009,Proportion,61
Provincial,Alberta,Cataract Surgery,50th Percentile,2009,Days,88
Provincial,Alberta,Cataract Surgery,90th Percentile,2009,Days,270
Provincial,Alberta,Cataract Surgery,Volume,2009,Number of cases,9148
Provincial,Alberta,Colorectal Cancer Surgery,50th Percentile,2009,Days,n/a
Provincial,Alberta,Colorectal Cancer Surgery,90th Percentile,2009,Days,n/a
Provincial,Alberta,Colorectal Cancer Surgery,Volume,2009,Number of cases,n/a
Provincial,Alberta,CT Scan,50th Percentile,2009,Days,11
Provincial,Alberta,CT Scan,90th Percentile,2009,Days,34
Provincial,Alberta,CT Scan,Volume,2009,Number of cases,n/a
Provincial,Alberta,Hip Fracture Repair,% Meeting Benchmark,2009,Proportion,80
Provincial,Alberta,Hip Fracture Repair,50th Percentile,2009,Hours,26
Provincial,Alberta,Hip Fracture Repair,90th Percentile,2009,Hours,68
Provincial,Alberta,Hip Fracture Repair,Volume,2009,Number of cases,1188
Provincial,Alberta,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2009,Proportion,n/a
Provincial,Alberta,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2009,Hours,n/a
Provincial,Alberta,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2009,Hours,n/a
Provincial,Alberta,Hip Fracture Repair/Emergency and Inpatient,Volume,2009,Number of cases,n/a
Provincial,Alberta,Hip Replacement,% Meeting Benchmark,2009,Proportion,81
Provincial,Alberta,Hip Replacement,50th Percentile,2009,Days,93
Provincial,Alberta,Hip Replacement,90th Percentile,2009,Days,250
Provincial,Alberta,Hip Replacement,Volume,2009,Number of cases,1475
Provincial,Alberta,Knee Replacement,% Meeting Benchmark,2009,Proportion,71
Provincial,Alberta,Knee Replacement,50th Percentile,2009,Days,120
Provincial,Alberta,Knee Replacement,90th Percentile,2009,Days,352
Provincial,Alberta,Knee Replacement,Volume,2009,Number of cases,2233
Provincial,Alberta,Lung Cancer Surgery,50th Percentile,2009,Days,n/a
Provincial,Alberta,Lung Cancer Surgery,90th Percentile,2009,Days,n/a
Provincial,Alberta,Lung Cancer Surgery,Volume,2009,Number of cases,n/a
Provincial,Alberta,MRI Scan,50th Percentile,2009,Days,57
Provincial,Alberta,MRI Scan,90th Percentile,2009,Days,189
Provincial,Alberta,MRI Scan,Volume,2009,Number of cases,41866
Provincial,Alberta,Prostate Cancer Surgery,50th Percentile,2009,Days,n/a
Provincial,Alberta,Prostate Cancer Surgery,90th Percentile,2009,Days,n/a
Provincial,Alberta,Prostate Cancer Surgery,Volume,2009,Number of cases,n/a
Provincial,Alberta,Radiation Therapy,% Meeting Benchmark,2009,Proportion,74
Provincial,Alberta,Radiation Therapy,50th Percentile,2009,Days,14
Provincial,Alberta,Radiation Therapy,90th Percentile,2009,Days,38
Provincial,Alberta,Radiation Therapy,Volume,2009,Number of cases,3335
Provincial,British Columbia,Bladder Cancer Surgery,50th Percentile,2009,Days,n/a
Provincial,British Columbia,Bladder Cancer Surgery,90th Percentile,2009,Days,n/a
Provincial,British Columbia,Bladder Cancer Surgery,Volume,2009,Number of cases,n/a
Provincial,British Columbia,Breast Cancer Surgery,50th Percentile,2009,Days,n/a
Provincial,British Columbia,Breast Cancer Surgery,90th Percentile,2009,Days,n/a
Provincial,British Columbia,Breast Cancer Surgery,Volume,2009,Number of cases,n/a
