reporting_level,province,indicator,metric,data_year,unit_of_measurement,indicator_result
Provincial,Manitoba,Prostate Cancer Surgery,50th Percentile,2022FY,Days,N/A
Provincial,Manitoba,Prostate Cancer Surgery,90th Percentile,2022FY,Days,N/A
Provincial,Manitoba,Prostate Cancer Surgery,Volume,2022FY,Number of cases,N/A
Provincial,Manitoba,Radiation Therapy,% Meeting Benchmark,2022FY,Proportion,100.0
Provincial,Manitoba,Radiation Therapy,50th Percentile,2022FY,Days,16.0
Provincial,Manitoba,Radiation Therapy,90th Percentile,2022FY,Days,24.0
Provincial,Manitoba,Radiation Therapy,Volume,2022FY,Number of cases,3684.0
Provincial,New Brunswick,Bladder Cancer Surgery,50th Percentile,2022FY,Days,24.0
Provincial,New Brunswick,Bladder Cancer Surgery,90th Percentile,2022FY,Days,54.0
Provincial,New Brunswick,Bladder Cancer Surgery,Volume,2022FY,Number of cases,527.0
Provincial,New Brunswick,Breast Cancer Surgery,50th Percentile,2022FY,Days,24.0
Provincial,New Brunswick,Breast Cancer Surgery,90th Percentile,2022FY,Days,49.0
Provincial,New Brunswick,Breast Cancer Surgery,Volume,2022FY,Number of cases,778.0
Provincial,New Brunswick,CABG,50th Percentile,2022FY,Days,9.0
Provincial,New Brunswick,CABG,90th Percentile,2022FY,Days,136.0
Provincial,New Brunswick,CABG,Volume,2022FY,Number of cases,444.0
Provincial,New Brunswick,Cataract Surgery,% Meeting Benchmark,2022FY,Proportion,59.0
Provincial,New Brunswick,Cataract Surgery,50th Percentile,2022FY,Days,72.0
Provincial,New Brunswick,Cataract Surgery,90th Percentile,2022FY,Days,327.0
Provincial,New Brunswick,Cataract Surgery,Volume,2022FY,Number of cases,12763.0
Provincial,New Brunswick,Colorectal Cancer Surgery,50th Percentile,2022FY,Days,23.0
Provincial,New Brunswick,Colorectal Cancer Surgery,90th Percentile,2022FY,Days,60.0
Provincial,New Brunswick,Colorectal Cancer Surgery,Volume,2022FY,Number of cases,444.0
Provincial,New Brunswick,CT Scan,50th Percentile,2022FY,Days,N/A
Provincial,New Brunswick,CT Scan,90th Percentile,2022FY,Days,N/A
Provincial,New Brunswick,CT Scan,Volume,2022FY,Number of cases,N/A
Provincial,New Brunswick,Hip Replacement,% Meeting Benchmark,2022FY,Proportion,37.0
Provincial,New Brunswick,Hip Replacement,50th Percentile,2022FY,Days,257.0
Provincial,New Brunswick,Hip Replacement,90th Percentile,2022FY,Days,503.0
Provincial,New Brunswick,Hip Replacement,Volume,2022FY,Number of cases,1276.0
Provincial,New Brunswick,Knee Replacement,% Meeting Benchmark,2022FY,Proportion,28.0
Provincial,New Brunswick,Knee Replacement,50th Percentile,2022FY,Days,290.0
Provincial,New Brunswick,Knee Replacement,90th Percentile,2022FY,Days,612.0
Provincial,New Brunswick,Knee Replacement,Volume,2022FY,Number of cases,1967.0
Provincial,New Brunswick,Lung Cancer Surgery,50th Percentile,2022FY,Days,33.0
Provincial,New Brunswick,Lung Cancer Surgery,90th Percentile,2022FY,Days,65.0
Provincial,New Brunswick,Lung Cancer Surgery,Volume,2022FY,Number of cases,162.0
Provincial,New Brunswick,MRI Scan,50th Percentile,2022FY,Days,N/A
Provincial,New Brunswick,MRI Scan,90th Percentile,2022FY,Days,N/A
Provincial,New Brunswick,MRI Scan,Volume,2022FY,Number of cases,N/A
Provincial,New Brunswick,Prostate Cancer Surgery,50th Percentile,2022FY,Days,46.0
Provincial,New Brunswick,Prostate Cancer Surgery,90th Percentile,2022FY,Days,105.0
Provincial,New Brunswick,Prostate Cancer Surgery,Volume,2022FY,Number of cases,167.0
Provincial,New Brunswick,Radiation Therapy,% Meeting Benchmark,2022FY,Proportion,96.4545066211021
Provincial,New Brunswick,Radiation Therapy,50th Percentile,2022FY,Days,12.0
Provincial,New Brunswick,Radiation Therapy,90th Percentile,2022FY,Days,24.0
Provincial,New Brunswick,Radiation Therapy,Volume,2022FY,Number of cases,2341.0
Provincial,Newfoundland and Labrador,Bladder Cancer Surgery,50th Percentile,2022FY,Days,24.0
Provincial,Newfoundland and Labrador,Bladder Cancer Surgery,90th Percentile,2022FY,Days,55.0
Provincial,Newfoundland and Labrador,Bladder Cancer Surgery,Volume,2022FY,Number of cases,222.0
Provincial,Newfoundland and Labrador,Breast Cancer Surgery,50th Percentile,2022FY,Days,20.0
Provincial,Newfoundland and Labrador,Breast Cancer Surgery,90th Percentile,2022FY,Days,43.0
Provincial,Newfoundland and Labrador,Breast Cancer Surgery,Volume,2022FY,Number of cases,430.0
Provincial,Newfoundland and Labrador,CABG,50th Percentile,2022FY,Days,13.0
Provincial,Newfoundland and Labrador,CABG,90th Percentile,2022FY,Days,168.0
Provincial,Newfoundland and Labrador,CABG,Volume,2022FY,Number of cases,371.0
Provincial,Newfoundland and Labrador,Cataract Surgery,% Meeting Benchmark,2022FY,Proportion,37.0
Provincial,Newfoundland and Labrador,Cataract Surgery,50th Percentile,2022FY,Days,153.0
Provincial,Newfoundland and Labrador,Cataract Surgery,90th Percentile,2022FY,Days,456.0
Provincial,Newfoundland and Labrador,Cataract Surgery,Volume,2022FY,Number of cases,2527.0
Provincial,Newfoundland and Labrador,Colorectal Cancer Surgery,50th Percentile,2022FY,Days,18.0
Provincial,Newfoundland and Labrador,Colorectal Cancer Surgery,90th Percentile,2022FY,Days,41.0
Provincial,Newfoundland and Labrador,Colorectal Cancer Surgery,Volume,2022FY,Number of cases,336.0
Provincial,Newfoundland and Labrador,CT Scan,50th Percentile,2022FY,Days,N/A
Provincial,Newfoundland and Labrador,CT Scan,90th Percentile,2022FY,Days,N/A
Provincial,Newfoundland and Labrador,CT Scan,Volume,2022FY,Number of cases,92334.0
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2022FY,Proportion,96.0
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2022FY,Hours,23.0
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2022FY,Hours,43.0
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,Volume,2022FY,Number of cases,369.0
Provincial,Newfoundland and Labrador,Hip Replacement,% Meeting Benchmark,2022FY,Proportion,44.0
Provincial,Newfoundland and Labrador,Hip Replacement,50th Percentile,2022FY,Days,204.0
Provincial,Newfoundland and Labrador,Hip Replacement,90th Percentile,2022FY,Days,554.0
Provincial,Newfoundland and Labrador,Hip Replacement,Volume,2022FY,Number of cases,533.0
Provincial,Newfoundland and Labrador,Knee Replacement,% Meeting Benchmark,2022FY,Proportion,36.0
Provincial,Newfoundland and Labrador,Knee Replacement,50th Percentile,2022FY,Days,349.0
Provincial,Newfoundland and Labrador,Knee Replacement,90th Percentile,2022FY,Days,606.0
Provincial,Newfoundland and Labrador,Knee Replacement,Volume,2022FY,Number of cases,696.0
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,50th Percentile,2022FY,Days,15.0
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,90th Percentile,2022FY,Days,33.0
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,Volume,2022FY,Number of cases,49.0
Provincial,Newfoundland and Labrador,MRI Scan,50th Percentile,2022FY,Days,N/A
Provincial,Newfoundland and Labrador,MRI Scan,90th Percentile,2022FY,Days,N/A
Provincial,Newfoundland and Labrador,MRI Scan,Volume,2022FY,Number of cases,19975.0
Provincial,Newfoundland and Labrador,Prostate Cancer Surgery,50th Percentile,2022FY,Days,35.0
Provincial,Newfoundland and Labrador,Prostate Cancer Surgery,90th Percentile,2022FY,Days,69.0
Provincial,Newfoundland and Labrador,Prostate Cancer Surgery,Volume,2022FY,Number of cases,148.0
Provincial,Newfoundland and Labrador,Radiation Therapy,% Meeting Benchmark,2022FY,Proportion,80.0
Provincial,Newfoundland and Labrador,Radiation Therapy,50th Percentile,2022FY,Days,20.0
Provincial,Newfoundland and Labrador,Radiation Therapy,90th Percentile,2022FY,Days,35.0
Provincial,Newfoundland and Labrador,Radiation Therapy,Volume,2022FY,Number of cases,1036.0
Provincial,Nova Scotia,Bladder Cancer Surgery,50th Percentile,2022FY,Days,32.0
Provincial,Nova Scotia,Bladder Cancer Surgery,90th Percentile,2022FY,Days,129.0
Provincial,Nova Scotia,Bladder Cancer Surgery,Volume,2022FY,Number of cases,797.0
Provincial,Nova Scotia,Breast Cancer Surgery,50th Percentile,2022FY,Days,21.0
Provincial,Nova Scotia,Breast Cancer Surgery,90th Percentile,2022FY,Days,44.0
Provincial,Nova Scotia,Breast Cancer Surgery,Volume,2022FY,Number of cases,983.0
Provincial,Nova Scotia,CABG,50th Percentile,2022FY,Days,8.0
Provincial,Nova Scotia,CABG,90th Percentile,2022FY,Days,91.0
Provincial,Nova Scotia,CABG,Volume,2022FY,Number of cases,311.0
Provincial,Nova Scotia,Cataract Surgery,% Meeting Benchmark,2022FY,Proportion,60.0
Provincial,Nova Scotia,Cataract Surgery,50th Percentile,2022FY,Days,85.0
Provincial,Nova Scotia,Cataract Surgery,90th Percentile,2022FY,Days,279.0
Provincial,Nova Scotia,Cataract Surgery,Volume,2022FY,Number of cases,10079.0
Provincial,Nova Scotia,Colorectal Cancer Surgery,50th Percentile,2022FY,Days,25.0
Provincial,Nova Scotia,Colorectal Cancer Surgery,90th Percentile,2022FY,Days,53.0
Provincial,Nova Scotia,Colorectal Cancer Surgery,Volume,2022FY,Number of cases,483.0
Provincial,Nova Scotia,CT Scan,50th Percentile,2022FY,Days,36.0
Provincial,Nova Scotia,CT Scan,90th Percentile,2022FY,Days,165.0
Provincial,Nova Scotia,CT Scan,Volume,2022FY,Number of cases,76774.0
Provincial,Nova Scotia,Hip Replacement,% Meeting Benchmark,2022FY,Proportion,50.7
Provincial,Nova Scotia,Hip Replacement,50th Percentile,2022FY,Days,179.0
Provincial,Nova Scotia,Hip Replacement,90th Percentile,2022FY,Days,634.0
Provincial,Nova Scotia,Hip Replacement,Volume,2022FY,Number of cases,1586.0
Provincial,Nova Scotia,Knee Replacement,% Meeting Benchmark,2022FY,Proportion,41.1
Provincial,Nova Scotia,Knee Replacement,50th Percentile,2022FY,Days,226.0
Provincial,Nova Scotia,Knee Replacement,90th Percentile,2022FY,Days,686.0
Provincial,Nova Scotia,Knee Replacement,Volume,2022FY,Number of cases,2208.0
Provincial,Nova Scotia,Lung Cancer Surgery,50th Percentile,2022FY,Days,25.0
Provincial,Nova Scotia,Lung Cancer Surgery,90th Percentile,2022FY,Days,71.0
Provincial,Nova Scotia,Lung Cancer Surgery,Volume,2022FY,Number of cases,390.0
Provincial,Nova Scotia,MRI Scan,50th Percentile,2022FY,Days,83.0
Provincial,Nova Scotia,MRI Scan,90th Percentile,2022FY,Days,337.0
Provincial,Nova Scotia,MRI Scan,Volume,2022FY,Number of cases,23972.0
Provincial,Nova Scotia,Prostate Cancer Surgery,50th Percentile,2022FY,Days,143.0
Provincial,Nova Scotia,Prostate Cancer Surgery,90th Percentile,2022FY,Days,206.0
Provincial,Nova Scotia,Prostate Cancer Surgery,Volume,2022FY,Number of cases,222.0
Provincial,Nova Scotia,Radiation Therapy,% Meeting Benchmark,2022FY,Proportion,N/A
Provincial,Nova Scotia,Radiation Therapy,50th Percentile,2022FY,Days,N/A
Provincial,Nova Scotia,Radiation Therapy,90th Percentile,2022FY,Days,N/A
Provincial,Nova Scotia,Radiation Therapy,Volume,2022FY,Number of cases,N/A
Provincial,Ontario,Bladder Cancer Surgery,50th Percentile,2022FY,Days,27.0
Provincial,Ontario,Bladder Cancer Surgery,90th Percentile,2022FY,Days,74.0
Provincial,Ontario,Bladder Cancer Surgery,Volume,2022FY,Number of cases,11659.0
Provincial,Ontario,Breast Cancer Surgery,50th Percentile,2022FY,Days,20.0
Provincial,Ontario,Breast Cancer Surgery,90th Percentile,2022FY,Days,42.0
Provincial,Ontario,Breast Cancer Surgery,Volume,2022FY,Number of cases,13590.0
Provincial,Ontario,CABG,50th Percentile,2022FY,Days,8.0
Provincial,Ontario,CABG,90th Percentile,2022FY,Days,70.0
Provincial,Ontario,CABG,Volume,2022FY,Number of cases,6218.0
Provincial,Ontario,Cataract Surgery,% Meeting Benchmark,2022FY,Proportion,61.225
Provincial,Ontario,Cataract Surgery,50th Percentile,2022FY,Days,80.0
Provincial,Ontario,Cataract Surgery,90th Percentile,2022FY,Days,313.0
Provincial,Ontario,Cataract Surgery,Volume,2022FY,Number of cases,148000.0
Provincial,Ontario,Colorectal Cancer Surgery,50th Percentile,2022FY,Days,20.0
Provincial,Ontario,Colorectal Cancer Surgery,90th Percentile,2022FY,Days,43.0
Provincial,Ontario,Colorectal Cancer Surgery,Volume,2022FY,Number of cases,4946.0
Provincial,Ontario,CT Scan,50th Percentile,2022FY,Days,8.0
Provincial,Ontario,CT Scan,90th Percentile,2022FY,Days,81.0
Provincial,Ontario,CT Scan,Volume,2022FY,Number of cases,1114820.0
Provincial,Ontario,Hip Replacement,% Meeting Benchmark,2022FY,Proportion,73.345041221523
Provincial,Ontario,Hip Replacement,50th Percentile,2022FY,Days,103.0
Provincial,Ontario,Hip Replacement,90th Percentile,2022FY,Days,320.0
Provincial,Ontario,Hip Replacement,Volume,2022FY,Number of cases,20499.0
Provincial,Ontario,Knee Replacement,% Meeting Benchmark,2022FY,Proportion,70.6141431563385
Provincial,Ontario,Knee Replacement,50th Percentile,2022FY,Days,108.0
Provincial,Ontario,Knee Replacement,90th Percentile,2022FY,Days,360.0
Provincial,Ontario,Knee Replacement,Volume,2022FY,Number of cases,32468.0
Provincial,Ontario,Lung Cancer Surgery,50th Percentile,2022FY,Days,22.0
Provincial,Ontario,Lung Cancer Surgery,90th Percentile,2022FY,Days,48.0
Provincial,Ontario,Lung Cancer Surgery,Volume,2022FY,Number of cases,3208.0
Provincial,Ontario,MRI Scan,50th Percentile,2022FY,Days,34.0
Provincial,Ontario,MRI Scan,90th Percentile,2022FY,Days,152.0
Provincial,Ontario,MRI Scan,Volume,2022FY,Number of cases,777238.0
Provincial,Ontario,Prostate Cancer Surgery,50th Percentile,2022FY,Days,48.0
Provincial,Ontario,Prostate Cancer Surgery,90th Percentile,2022FY,Days,124.0
Provincial,Ontario,Prostate Cancer Surgery,Volume,2022FY,Number of cases,2539.0
Provincial,Ontario,Radiation Therapy,% Meeting Benchmark,2022FY,Proportion,98.21
Provincial,Ontario,Radiation Therapy,50th Percentile,2022FY,Days,9.8
Provincial,Ontario,Radiation Therapy,90th Percentile,2022FY,Days,18.2
Provincial,Ontario,Radiation Therapy,Volume,2022FY,Number of cases,37769.0
Provincial,Prince Edward Island,Bladder Cancer Surgery,50th Percentile,2022FY,Days,22.0
Provincial,Prince Edward Island,Bladder Cancer Surgery,90th Percentile,2022FY,Days,60.8
Provincial,Prince Edward Island,Bladder Cancer Surgery,Volume,2022FY,Number of cases,69.0
Provincial,Prince Edward Island,Breast Cancer Surgery,50th Percentile,2022FY,Days,17.0
Provincial,Prince Edward Island,Breast Cancer Surgery,90th Percentile,2022FY,Days,42.4
Provincial,Prince Edward Island,Breast Cancer Surgery,Volume,2022FY,Number of cases,117.0
Provincial,Prince Edward Island,CABG,50th Percentile,2022FY,Days,N/A
Provincial,Prince Edward Island,CABG,90th Percentile,2022FY,Days,N/A
Provincial,Prince Edward Island,CABG,Volume,2022FY,Number of cases,N/A
Provincial,Prince Edward Island,Cataract Surgery,% Meeting Benchmark,2022FY,Proportion,32.0
Provincial,Prince Edward Island,Cataract Surgery,50th Percentile,2022FY,Days,159.4
Provincial,Prince Edward Island,Cataract Surgery,90th Percentile,2022FY,Days,512.6
Provincial,Prince Edward Island,Cataract Surgery,Volume,2022FY,Number of cases,1046.0
Provincial,Prince Edward Island,Colorectal Cancer Surgery,50th Percentile,2022FY,Days,15.0
Provincial,Prince Edward Island,Colorectal Cancer Surgery,90th Percentile,2022FY,Days,46.7
Provincial,Prince Edward Island,Colorectal Cancer Surgery,Volume,2022FY,Number of cases,74.0
Provincial,Prince Edward Island,CT Scan,50th Percentile,2022FY,Days,24.2
Provincial,Prince Edward Island,CT Scan,90th Percentile,2022FY,Days,130.1
Provincial,Prince Edward Island,CT Scan,Volume,2022FY,Number of cases,10998.0
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2022FY,Proportion,90.7
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2022FY,Hours,14.8
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2022FY,Hours,45.8
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,Volume,2022FY,Number of cases,183.0
Provincial,Prince Edward Island,Hip Replacement,% Meeting Benchmark,2022FY,Proportion,48.2
Provincial,Prince Edward Island,Hip Replacement,50th Percentile,2022FY,Days,191.4
Provincial,Prince Edward Island,Hip Replacement,90th Percentile,2022FY,Days,581.9
Provincial,Prince Edward Island,Hip Replacement,Volume,2022FY,Number of cases,193.0
Provincial,Prince Edward Island,Knee Replacement,% Meeting Benchmark,2022FY,Proportion,34.5
Provincial,Prince Edward Island,Knee Replacement,50th Percentile,2022FY,Days,223.5
Provincial,Prince Edward Island,Knee Replacement,90th Percentile,2022FY,Days,549.0
Provincial,Prince Edward Island,Knee Replacement,Volume,2022FY,Number of cases,336.0
Provincial,Prince Edward Island,Lung Cancer Surgery,50th Percentile,2022FY,Days,N/A
Provincial,Prince Edward Island,Lung Cancer Surgery,90th Percentile,2022FY,Days,N/A
Provincial,Prince Edward Island,Lung Cancer Surgery,Volume,2022FY,Number of cases,N/A
Provincial,Prince Edward Island,MRI Scan,50th Percentile,2022FY,Days,41.0
Provincial,Prince Edward Island,MRI Scan,90th Percentile,2022FY,Days,268.3
Provincial,Prince Edward Island,MRI Scan,Volume,2022FY,Number of cases,4010.0
Provincial,Prince Edward Island,Prostate Cancer Surgery,50th Percentile,2022FY,Days,N/A
Provincial,Prince Edward Island,Prostate Cancer Surgery,90th Percentile,2022FY,Days,N/A
Provincial,Prince Edward Island,Prostate Cancer Surgery,Volume,2022FY,Number of cases,N/A
Provincial,Prince Edward Island,Radiation Therapy,% Meeting Benchmark,2022FY,Proportion,96.4
Provincial,Prince Edward Island,Radiation Therapy,50th Percentile,2022FY,Days,13.0
Provincial,Prince Edward Island,Radiation Therapy,90th Percentile,2022FY,Days,24.0
Provincial,Prince Edward Island,Radiation Therapy,Volume,2022FY,Number of cases,527.0
Provincial,Quebec,Bladder Cancer Surgery,50th Percentile,2022FY,Days,29.0
Provincial,Quebec,Bladder Cancer Surgery,90th Percentile,2022FY,Days,62.0
Provincial,Quebec,Bladder Cancer Surgery,Volume,2022FY,Number of cases,7042.0
Provincial,Quebec,Breast Cancer Surgery,50th Percentile,2022FY,Days,24.0
Provincial,Quebec,Breast Cancer Surgery,90th Percentile,2022FY,Days,50.0
Provincial,Quebec,Breast Cancer Surgery,Volume,2022FY,Number of cases,9592.0
Provincial,Quebec,CABG,50th Percentile,2022FY,Days,N/A
Provincial,Quebec,CABG,90th Percentile,2022FY,Days,N/A
Provincial,Quebec,CABG,Volume,2022FY,Number of cases,6710.0
Provincial,Quebec,Cataract Surgery,% Meeting Benchmark,2022FY,Proportion,68.4160771567565
Provincial,Quebec,Cataract Surgery,50th Percentile,2022FY,Days,64.0
Provincial,Quebec,Cataract Surgery,90th Percentile,2022FY,Days,238.0
Provincial,Quebec,Cataract Surgery,Volume,2022FY,Number of cases,94146.0
Provincial,Quebec,Colorectal Cancer Surgery,50th Percentile,2022FY,Days,24.0
Provincial,Quebec,Colorectal Cancer Surgery,90th Percentile,2022FY,Days,50.0
Provincial,Quebec,Colorectal Cancer Surgery,Volume,2022FY,Number of cases,3922.0
Provincial,Quebec,CT Scan,50th Percentile,2022FY,Days,N/A
Provincial,Quebec,CT Scan,90th Percentile,2022FY,Days,N/A
Provincial,Quebec,CT Scan,Volume,2022FY,Number of cases,N/A
Provincial,Quebec,Hip Replacement,% Meeting Benchmark,2022FY,Proportion,46.1638774179526
Provincial,Quebec,Hip Replacement,50th Percentile,2022FY,Days,201.0
Provincial,Quebec,Hip Replacement,90th Percentile,2022FY,Days,472.0
Provincial,Quebec,Hip Replacement,Volume,2022FY,Number of cases,9202.0
Provincial,Quebec,Knee Replacement,% Meeting Benchmark,2022FY,Proportion,34.2732839187883
Provincial,Quebec,Knee Replacement,50th Percentile,2022FY,Days,262.0
Provincial,Quebec,Knee Replacement,90th Percentile,2022FY,Days,583.0
Provincial,Quebec,Knee Replacement,Volume,2022FY,Number of cases,12412.0
Provincial,Quebec,Lung Cancer Surgery,50th Percentile,2022FY,Days,27.0
Provincial,Quebec,Lung Cancer Surgery,90th Percentile,2022FY,Days,59.0
Provincial,Quebec,Lung Cancer Surgery,Volume,2022FY,Number of cases,2833.0
Provincial,Quebec,MRI Scan,50th Percentile,2022FY,Days,N/A
Provincial,Quebec,MRI Scan,90th Percentile,2022FY,Days,N/A
Provincial,Quebec,MRI Scan,Volume,2022FY,Number of cases,N/A
Provincial,Quebec,Prostate Cancer Surgery,50th Percentile,2022FY,Days,43.0
Provincial,Quebec,Prostate Cancer Surgery,90th Percentile,2022FY,Days,87.0
Provincial,Quebec,Prostate Cancer Surgery,Volume,2022FY,Number of cases,1699.0
Provincial,Quebec,Radiation Therapy,% Meeting Benchmark,2022FY,Proportion,97.993093780984
Provincial,Quebec,Radiation Therapy,50th Percentile,2022FY,Days,N/A
Provincial,Quebec,Radiation Therapy,90th Percentile,2022FY,Days,N/A
Provincial,Quebec,Radiation Therapy,Volume,2022FY,Number of cases,29249.0
Provincial,Saskatchewan,Bladder Cancer Surgery,50th Percentile,2022FY,Days,15.0
Provincial,Saskatchewan,Bladder Cancer Surgery,90th Percentile,2022FY,Days,33.0
Provincial,Saskatchewan,Bladder Cancer Surgery,Volume,2022FY,Number of cases,629.0
Provincial,Saskatchewan,Breast Cancer Surgery,50th Percentile,2022FY,Days,22.0
Provincial,Saskatchewan,Breast Cancer Surgery,90th Percentile,2022FY,Days,51.0
Provincial,Saskatchewan,Breast Cancer Surgery,Volume,2022FY,Number of cases,960.0
Provincial,Saskatchewan,CABG,50th Percentile,2022FY,Days,6.0
Provincial,Saskatchewan,CABG,90th Percentile,2022FY,Days,42.0
Provincial,Saskatchewan,CABG,Volume,2022FY,Number of cases,308.0
Provincial,Saskatchewan,Cataract Surgery,% Meeting Benchmark,2022FY,Proportion,65.1510496671787
Provincial,Saskatchewan,Cataract Surgery,50th Percentile,2022FY,Days,76.0
Provincial,Saskatchewan,Cataract Surgery,90th Percentile,2022FY,Days,252.5
Provincial,Saskatchewan,Cataract Surgery,Volume,2022FY,Number of cases,9765.0
Provincial,Saskatchewan,Colorectal Cancer Surgery,50th Percentile,2022FY,Days,21.0
Provincial,Saskatchewan,Colorectal Cancer Surgery,90th Percentile,2022FY,Days,49.0
Provincial,Saskatchewan,Colorectal Cancer Surgery,Volume,2022FY,Number of cases,368.0
Provincial,Saskatchewan,CT Scan,50th Percentile,2022FY,Days,25.0
Provincial,Saskatchewan,CT Scan,90th Percentile,2022FY,Days,129.0
Provincial,Saskatchewan,CT Scan,Volume,2022FY,Number of cases,53315.0
Provincial,Saskatchewan,Hip Replacement,% Meeting Benchmark,2022FY,Proportion,36.2940926476838
Provincial,Saskatchewan,Hip Replacement,50th Percentile,2022FY,Days,285.0
Provincial,Saskatchewan,Hip Replacement,90th Percentile,2022FY,Days,716.0
Provincial,Saskatchewan,Hip Replacement,Volume,2022FY,Number of cases,2353.0
Provincial,Saskatchewan,Knee Replacement,% Meeting Benchmark,2022FY,Proportion,23.7135856248298
Provincial,Saskatchewan,Knee Replacement,50th Percentile,2022FY,Days,458.0
Provincial,Saskatchewan,Knee Replacement,90th Percentile,2022FY,Days,817.0
Provincial,Saskatchewan,Knee Replacement,Volume,2022FY,Number of cases,3673.0
Provincial,Saskatchewan,Lung Cancer Surgery,50th Percentile,2022FY,Days,19.0
Provincial,Saskatchewan,Lung Cancer Surgery,90th Percentile,2022FY,Days,40.0
Provincial,Saskatchewan,Lung Cancer Surgery,Volume,2022FY,Number of cases,126.0
Provincial,Saskatchewan,MRI Scan,50th Percentile,2022FY,Days,42.0
Provincial,Saskatchewan,MRI Scan,90th Percentile,2022FY,Days,203.0
Provincial,Saskatchewan,MRI Scan,Volume,2022FY,Number of cases,23840.0
Provincial,Saskatchewan,Prostate Cancer Surgery,50th Percentile,2022FY,Days,49.5
Provincial,Saskatchewan,Prostate Cancer Surgery,90th Percentile,2022FY,Days,140.0
Provincial,Saskatchewan,Prostate Cancer Surgery,Volume,2022FY,Number of cases,222.0
Provincial,Saskatchewan,Radiation Therapy,% Meeting Benchmark,2022FY,Proportion,97.76
Provincial,Saskatchewan,Radiation Therapy,50th Percentile,2022FY,Days,8.0
Provincial,Saskatchewan,Radiation Therapy,90th Percentile,2022FY,Days,20.0
Provincial,Saskatchewan,Radiation Therapy,Volume,2022FY,Number of cases,2460.0
Provincial,Alberta,Bladder Cancer Surgery,50th Percentile,2023FY,Days,33.0
Provincial,Alberta,Bladder Cancer Surgery,90th Percentile,2023FY,Days,79.0
Provincial,Alberta,Bladder Cancer Surgery,Volume,2023FY,Number of cases,2301.0
Provincial,Alberta,Breast Cancer Surgery,50th Percentile,2023FY,Days,22.0
Provincial,Alberta,Breast Cancer Surgery,90th Percentile,2023FY,Days,45.0
Provincial,Alberta,Breast Cancer Surgery,Volume,2023FY,Number of cases,4262.0
Provincial,Alberta,CABG,50th Percentile,2023FY,Days,7.6
Provincial,Alberta,CABG,90th Percentile,2023FY,Days,85.1
Provincial,Alberta,CABG,Volume,2023FY,Number of cases,1048.0
Provincial,Alberta,Cataract Surgery,% Meeting Benchmark,2023FY,Proportion,59.7
Provincial,Alberta,Cataract Surgery,50th Percentile,2023FY,Days,91.0
Provincial,Alberta,Cataract Surgery,90th Percentile,2023FY,Days,241.0
Provincial,Alberta,Cataract Surgery,Volume,2023FY,Number of cases,31141.0
Provincial,Alberta,Colorectal Cancer Surgery,50th Percentile,2023FY,Days,25.0
Provincial,Alberta,Colorectal Cancer Surgery,90th Percentile,2023FY,Days,58.0
Provincial,Alberta,Colorectal Cancer Surgery,Volume,2023FY,Number of cases,1437.0
Provincial,Alberta,CT Scan,50th Percentile,2023FY,Days,28.0
Provincial,Alberta,CT Scan,90th Percentile,2023FY,Days,91.0
Provincial,Alberta,CT Scan,Volume,2023FY,Number of cases,167163.0
Provincial,Alberta,Hip Replacement,% Meeting Benchmark,2023FY,Proportion,62.4
Provincial,Alberta,Hip Replacement,50th Percentile,2023FY,Days,131.0
Provincial,Alberta,Hip Replacement,90th Percentile,2023FY,Days,433.0
Provincial,Alberta,Hip Replacement,Volume,2023FY,Number of cases,5821.0
Provincial,Alberta,Knee Replacement,% Meeting Benchmark,2023FY,Proportion,53.3
Provincial,Alberta,Knee Replacement,50th Percentile,2023FY,Days,167.0
Provincial,Alberta,Knee Replacement,90th Percentile,2023FY,Days,512.0
Provincial,Alberta,Knee Replacement,Volume,2023FY,Number of cases,9103.0
Provincial,Alberta,Lung Cancer Surgery,50th Percentile,2023FY,Days,32.0
Provincial,Alberta,Lung Cancer Surgery,90th Percentile,2023FY,Days,64.0
Provincial,Alberta,Lung Cancer Surgery,Volume,2023FY,Number of cases,828.0
Provincial,Alberta,MRI Scan,50th Percentile,2023FY,Days,47.0
Provincial,Alberta,MRI Scan,90th Percentile,2023FY,Days,168.0
Provincial,Alberta,MRI Scan,Volume,2023FY,Number of cases,135361.0
Provincial,Alberta,Prostate Cancer Surgery,50th Percentile,2023FY,Days,56.0
Provincial,Alberta,Prostate Cancer Surgery,90th Percentile,2023FY,Days,150.0
Provincial,Alberta,Prostate Cancer Surgery,Volume,2023FY,Number of cases,1031.0
