reporting_level,province,indicator,metric,data_year,unit_of_measurement,indicator_result
Provincial,Newfoundland and Labrador,Hip Replacement,% Meeting Benchmark,2022,Proportion,44.0
Provincial,Newfoundland and Labrador,Hip Replacement,50th Percentile,2022,Days,204.0
Provincial,Newfoundland and Labrador,Hip Replacement,90th Percentile,2022,Days,554.0
Provincial,Newfoundland and Labrador,Hip Replacement,Volume,2022,Number of cases,533.0
Provincial,Newfoundland and Labrador,Knee Replacement,% Meeting Benchmark,2022,Proportion,36.0
Provincial,Newfoundland and Labrador,Knee Replacement,50th Percentile,2022,Days,349.0
Provincial,Newfoundland and Labrador,Knee Replacement,90th Percentile,2022,Days,606.0
Provincial,Newfoundland and Labrador,Knee Replacement,Volume,2022,Number of cases,696.0
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,50th Percentile,2022,Days,15.0
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,90th Percentile,2022,Days,33.0
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,Volume,2022,Number of cases,49.0
Provincial,Newfoundland and Labrador,MRI Scan,50th Percentile,2022,Days,N/A
Provincial,Newfoundland and Labrador,MRI Scan,90th Percentile,2022,Days,N/A
Provincial,Newfoundland and Labrador,MRI Scan,Volume,2022,Number of cases,19975.0
Provincial,Newfoundland and Labrador,Prostate Cancer Surgery,50th Percentile,2022,Days,35.0
Provincial,Newfoundland and Labrador,Prostate Cancer Surgery,90th Percentile,2022,Days,69.0
Provincial,Newfoundland and Labrador,Prostate Cancer Surgery,Volume,2022,Number of cases,148.0
Provincial,Newfoundland and Labrador,Radiation Therapy,% Meeting Benchmark,2022,Proportion,80.0
Provincial,Newfoundland and Labrador,Radiation Therapy,50th Percentile,2022,Days,20.0
Provincial,Newfoundland and Labrador,Radiation Therapy,90th Percentile,2022,Days,35.0
Provincial,Newfoundland and Labrador,Radiation Therapy,Volume,2022,Number of cases,1036.0
Provincial,Nova Scotia,Bladder Cancer Surgery,50th Percentile,2022,Days,32.0
Provincial,Nova Scotia,Bladder Cancer Surgery,90th Percentile,2022,Days,129.0
Provincial,Nova Scotia,Bladder Cancer Surgery,Volume,2022,Number of cases,797.0
Provincial,Nova Scotia,Breast Cancer Surgery,50th Percentile,2022,Days,21.0
Provincial,Nova Scotia,Breast Cancer Surgery,90th Percentile,2022,Days,44.0
Provincial,Nova Scotia,Breast Cancer Surgery,Volume,2022,Number of cases,983.0
Provincial,Nova Scotia,CABG,50th Percentile,2022,Days,8.0
Provincial,Nova Scotia,CABG,90th Percentile,2022,Days,91.0
Provincial,Nova Scotia,CABG,Volume,2022,Number of cases,311.0
Provincial,Nova Scotia,Cataract Surgery,% Meeting Benchmark,2022,Proportion,60.0
Provincial,Nova Scotia,Cataract Surgery,50th Percentile,2022,Days,85.0
Provincial,Nova Scotia,Cataract Surgery,90th Percentile,2022,Days,279.0
Provincial,Nova Scotia,Cataract Surgery,Volume,2022,Number of cases,10079.0
Provincial,Nova Scotia,Colorectal Cancer Surgery,50th Percentile,2022,Days,25.0
Provincial,Nova Scotia,Colorectal Cancer Surgery,90th Percentile,2022,Days,53.0
Provincial,Nova Scotia,Colorectal Cancer Surgery,Volume,2022,Number of cases,483.0
Provincial,Nova Scotia,CT Scan,50th Percentile,2022,Days,36.0
Provincial,Nova Scotia,CT Scan,90th Percentile,2022,Days,165.0
Provincial,Nova Scotia,CT Scan,Volume,2022,Number of cases,76774.0
Provincial,Nova Scotia,Hip Replacement,% Meeting Benchmark,2022,Proportion,50.7
Provincial,Nova Scotia,Hip Replacement,50th Percentile,2022,Days,179.0
Provincial,Nova Scotia,Hip Replacement,90th Percentile,2022,Days,634.0
Provincial,Nova Scotia,Hip Replacement,Volume,2022,Number of cases,1586.0
Provincial,Nova Scotia,Knee Replacement,% Meeting Benchmark,2022,Proportion,41.1
Provincial,Nova Scotia,Knee Replacement,50th Percentile,2022,Days,226.0
Provincial,Nova Scotia,Knee Replacement,90th Percentile,2022,Days,686.0
Provincial,Nova Scotia,Knee Replacement,Volume,2022,Number of cases,2208.0
Provincial,Nova Scotia,Lung Cancer Surgery,50th Percentile,2022,Days,25.0
Provincial,Nova Scotia,Lung Cancer Surgery,90th Percentile,2022,Days,71.0
Provincial,Nova Scotia,Lung Cancer Surgery,Volume,2022,Number of cases,390.0
Provincial,Nova Scotia,MRI Scan,50th Percentile,2022,Days,83.0
Provincial,Nova Scotia,MRI Scan,90th Percentile,2022,Days,337.0
Provincial,Nova Scotia,MRI Scan,Volume,2022,Number of cases,23972.0
Provincial,Nova Scotia,Prostate Cancer Surgery,50th Percentile,2022,Days,143.0
Provincial,Nova Scotia,Prostate Cancer Surgery,90th Percentile,2022,Days,206.0
Provincial,Nova Scotia,Prostate Cancer Surgery,Volume,2022,Number of cases,222.0
Provincial,Nova Scotia,Radiation Therapy,% Meeting Benchmark,2022,Proportion,N/A
Provincial,Nova Scotia,Radiation Therapy,50th Percentile,2022,Days,N/A
Provincial,Nova Scotia,Radiation Therapy,90th Percentile,2022,Days,N/A
Provincial,Nova Scotia,Radiation Therapy,Volume,2022,Number of cases,N/A
Provincial,Ontario,Bladder Cancer Surgery,50th Percentile,2022,Days,27.0
Provincial,Ontario,Bladder Cancer Surgery,90th Percentile,2022,Days,74.0
Provincial,Ontario,Bladder Cancer Surgery,Volume,2022,Number of cases,11659.0
Provincial,Ontario,Breast Cancer Surgery,50th Percentile,2022,Days,20.0
Provincial,Ontario,Breast Cancer Surgery,90th Percentile,2022,Days,42.0
Provincial,Ontario,Breast Cancer Surgery,Volume,2022,Number of cases,13590.0
Provincial,Ontario,CABG,50th Percentile,2022,Days,8.0
Provincial,Ontario,CABG,90th Percentile,2022,Days,70.0
Provincial,Ontario,CABG,Volume,2022,Number of cases,6218.0
Provincial,Ontario,Cataract Surgery,% Meeting Benchmark,2022,Proportion,61.2
Provincial,Ontario,Cataract Surgery,50th Percentile,2022,Days,80.0
Provincial,Ontario,Cataract Surgery,90th Percentile,2022,Days,313.0
Provincial,Ontario,Cataract Surgery,Volume,2022,Number of cases,148000.0
Provincial,Ontario,Colorectal Cancer Surgery,50th Percentile,2022,Days,20.0
Provincial,Ontario,Colorectal Cancer Surgery,90th Percentile,2022,Days,43.0
Provincial,Ontario,Colorectal Cancer Surgery,Volume,2022,Number of cases,4946.0
Provincial,Ontario,CT Scan,50th Percentile,2022,Days,8.0
Provincial,Ontario,CT Scan,90th Percentile,2022,Days,81.0
Provincial,Ontario,CT Scan,Volume,2022,Number of cases,1114820.0
Provincial,Ontario,Hip Replacement,% Meeting Benchmark,2022,Proportion,73.3
Provincial,Ontario,Hip Replacement,50th Percentile,2022,Days,103.0
Provincial,Ontario,Hip Replacement,90th Percentile,2022,Days,320.0
Provincial,Ontario,Hip Replacement,Volume,2022,Number of cases,20499.0
Provincial,Ontario,Knee Replacement,% Meeting Benchmark,2022,Proportion,70.6
Provincial,Ontario,Knee Replacement,50th Percentile,2022,Days,108.0
Provincial,Ontario,Knee Replacement,90th Percentile,2022,Days,360.0
Provincial,Ontario,Knee Replacement,Volume,2022,Number of cases,32468.0
Provincial,Ontario,Lung Cancer Surgery,50th Percentile,2022,Days,22.0
Provincial,Ontario,Lung Cancer Surgery,90th Percentile,2022,Days,48.0
Provincial,Ontario,Lung Cancer Surgery,Volume,2022,Number of cases,3208.0
Provincial,Ontario,MRI Scan,50th Percentile,2022,Days,34.0
Provincial,Ontario,MRI Scan,90th Percentile,2022,Days,152.0
Provincial,Ontario,MRI Scan,Volume,2022,Number of cases,777238.0
Provincial,Ontario,Prostate Cancer Surgery,50th Percentile,2022,Days,48.0
Provincial,Ontario,Prostate Cancer Surgery,90th Percentile,2022,Days,124.0
Provincial,Ontario,Prostate Cancer Surgery,Volume,2022,Number of cases,2539.0
Provincial,Ontario,Radiation Therapy,% Meeting Benchmark,2022,Proportion,98.2
Provincial,Ontario,Radiation Therapy,50th Percentile,2022,Days,9.8
Provincial,Ontario,Radiation Therapy,90th Percentile,2022,Days,18.2
Provincial,Ontario,Radiation Therapy,Volume,2022,Number of cases,37769.0
Provincial,Prince Edward Island,Bladder Cancer Surgery,50th Percentile,2022,Days,22.0
Provincial,Prince Edward Island,Bladder Cancer Surgery,90th Percentile,2022,Days,60.8
Provincial,Prince Edward Island,Bladder Cancer Surgery,Volume,2022,Number of cases,69.0
Provincial,Prince Edward Island,Breast Cancer Surgery,50th Percentile,2022,Days,17.0
Provincial,Prince Edward Island,Breast Cancer Surgery,90th Percentile,2022,Days,42.4
Provincial,Prince Edward Island,Breast Cancer Surgery,Volume,2022,Number of cases,117.0
Provincial,Prince Edward Island,CABG,50th Percentile,2022,Days,N/A
Provincial,Prince Edward Island,CABG,90th Percentile,2022,Days,N/A
Provincial,Prince Edward Island,CABG,Volume,2022,Number of cases,N/A
Provincial,Prince Edward Island,Cataract Surgery,% Meeting Benchmark,2022,Proportion,32.0
Provincial,Prince Edward Island,Cataract Surgery,50th Percentile,2022,Days,159.4
Provincial,Prince Edward Island,Cataract Surgery,90th Percentile,2022,Days,512.6
Provincial,Prince Edward Island,Cataract Surgery,Volume,2022,Number of cases,1046.0
Provincial,Prince Edward Island,Colorectal Cancer Surgery,50th Percentile,2022,Days,15.0
Provincial,Prince Edward Island,Colorectal Cancer Surgery,90th Percentile,2022,Days,46.7
Provincial,Prince Edward Island,Colorectal Cancer Surgery,Volume,2022,Number of cases,74.0
Provincial,Prince Edward Island,CT Scan,50th Percentile,2022,Days,24.2
Provincial,Prince Edward Island,CT Scan,90th Percentile,2022,Days,130.1
Provincial,Prince Edward Island,CT Scan,Volume,2022,Number of cases,10998.0
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2022,Proportion,90.7
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2022,Days,0.62
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2022,Days,1.91
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,Volume,2022,Number of cases,183.0
Provincial,Prince Edward Island,Hip Replacement,% Meeting Benchmark,2022,Proportion,48.2
Provincial,Prince Edward Island,Hip Replacement,50th Percentile,2022,Days,191.4
Provincial,Prince Edward Island,Hip Replacement,90th Percentile,2022,Days,581.9
Provincial,Prince Edward Island,Hip Replacement,Volume,2022,Number of cases,193.0
Provincial,Prince Edward Island,Knee Replacement,% Meeting Benchmark,2022,Proportion,34.5
Provincial,Prince Edward Island,Knee Replacement,50th Percentile,2022,Days,223.5
Provincial,Prince Edward Island,Knee Replacement,90th Percentile,2022,Days,549.0
Provincial,Prince Edward Island,Knee Replacement,Volume,2022,Number of cases,336.0
Provincial,Prince Edward Island,Lung Cancer Surgery,50th Percentile,2022,Days,N/A
Provincial,Prince Edward Island,Lung Cancer Surgery,90th Percentile,2022,Days,N/A
Provincial,Prince Edward Island,Lung Cancer Surgery,Volume,2022,Number of cases,N/A
Provincial,Prince Edward Island,MRI Scan,50th Percentile,2022,Days,41.0
Provincial,Prince Edward Island,MRI Scan,90th Percentile,2022,Days,268.3
Provincial,Prince Edward Island,MRI Scan,Volume,2022,Number of cases,4010.0
Provincial,Prince Edward Island,Prostate Cancer Surgery,50th Percentile,2022,Days,N/A
Provincial,Prince Edward Island,Prostate Cancer Surgery,90th Percentile,2022,Days,N/A
Provincial,Prince Edward Island,Prostate Cancer Surgery,Volume,2022,Number of cases,N/A
Provincial,Prince Edward Island,Radiation Therapy,% Meeting Benchmark,2022,Proportion,96.4
Provincial,Prince Edward Island,Radiation Therapy,50th Percentile,2022,Days,13.0
Provincial,Prince Edward Island,Radiation Therapy,90th Percentile,2022,Days,24.0
Provincial,Prince Edward Island,Radiation Therapy,Volume,2022,Number of cases,527.0
Provincial,Quebec,Bladder Cancer Surgery,50th Percentile,2022,Days,29.0
Provincial,Quebec,Bladder Cancer Surgery,90th Percentile,2022,Days,62.0
Provincial,Quebec,Bladder Cancer Surgery,Volume,2022,Number of cases,7042.0
Provincial,Quebec,Breast Cancer Surgery,50th Percentile,2022,Days,24.0
Provincial,Quebec,Breast Cancer Surgery,90th Percentile,2022,Days,50.0
Provincial,Quebec,Breast Cancer Surgery,Volume,2022,Number of cases,9592.0
Provincial,Quebec,CABG,50th Percentile,2022,Days,N/A
Provincial,Quebec,CABG,90th Percentile,2022,Days,N/A
Provincial,Quebec,CABG,Volume,2022,Number of cases,6710.0
Provincial,Quebec,Cataract Surgery,% Meeting Benchmark,2022,Proportion,68.4
Provincial,Quebec,Cataract Surgery,50th Percentile,2022,Days,64.0
Provincial,Quebec,Cataract Surgery,90th Percentile,2022,Days,238.0
Provincial,Quebec,Cataract Surgery,Volume,2022,Number of cases,94146.0
Provincial,Quebec,Colorectal Cancer Surgery,50th Percentile,2022,Days,24.0
Provincial,Quebec,Colorectal Cancer Surgery,90th Percentile,2022,Days,50.0
Provincial,Quebec,Colorectal Cancer Surgery,Volume,2022,Number of cases,3922.0
Provincial,Quebec,CT Scan,50th Percentile,2022,Days,N/A
Provincial,Quebec,CT Scan,90th Percentile,2022,Days,N/A
Provincial,Quebec,CT Scan,Volume,2022,Number of cases,N/A
Provincial,Quebec,Hip Replacement,% Meeting Benchmark,2022,Proportion,46.2
Provincial,Quebec,Hip Replacement,50th Percentile,2022,Days,201.0
Provincial,Quebec,Hip Replacement,90th Percentile,2022,Days,472.0
Provincial,Quebec,Hip Replacement,Volume,2022,Number of cases,9202.0
Provincial,Quebec,Knee Replacement,% Meeting Benchmark,2022,Proportion,34.3
Provincial,Quebec,Knee Replacement,50th Percentile,2022,Days,262.0
Provincial,Quebec,Knee Replacement,90th Percentile,2022,Days,583.0
Provincial,Quebec,Knee Replacement,Volume,2022,Number of cases,12412.0
Provincial,Quebec,Lung Cancer Surgery,50th Percentile,2022,Days,27.0
Provincial,Quebec,Lung Cancer Surgery,90th Percentile,2022,Days,59.0
Provincial,Quebec,Lung Cancer Surgery,Volume,2022,Number of cases,2833.0
Provincial,Quebec,MRI Scan,50th Percentile,2022,Days,N/A
Provincial,Quebec,MRI Scan,90th Percentile,2022,Days,N/A
Provincial,Quebec,MRI Scan,Volume,2022,Number of cases,N/A
Provincial,Quebec,Prostate Cancer Surgery,50th Percentile,2022,Days,43.0
Provincial,Quebec,Prostate Cancer Surgery,90th Percentile,2022,Days,87.0
Provincial,Quebec,Prostate Cancer Surgery,Volume,2022,Number of cases,1699.0
Provincial,Quebec,Radiation Therapy,% Meeting Benchmark,2022,Proportion,98.0
Provincial,Quebec,Radiation Therapy,50th Percentile,2022,Days,N/A
Provincial,Quebec,Radiation Therapy,90th Percentile,2022,Days,N/A
Provincial,Quebec,Radiation Therapy,Volume,2022,Number of cases,29249.0
Provincial,Saskatchewan,Bladder Cancer Surgery,50th Percentile,2022,Days,15.0
Provincial,Saskatchewan,Bladder Cancer Surgery,90th Percentile,2022,Days,33.0
Provincial,Saskatchewan,Bladder Cancer Surgery,Volume,2022,Number of cases,629.0
Provincial,Saskatchewan,Breast Cancer Surgery,50th Percentile,2022,Days,22.0
Provincial,Saskatchewan,Breast Cancer Surgery,90th Percentile,2022,Days,51.0
Provincial,Saskatchewan,Breast Cancer Surgery,Volume,2022,Number of cases,960.0
Provincial,Saskatchewan,CABG,50th Percentile,2022,Days,6.0
Provincial,Saskatchewan,CABG,90th Percentile,2022,Days,42.0
Provincial,Saskatchewan,CABG,Volume,2022,Number of cases,308.0
Provincial,Saskatchewan,Cataract Surgery,% Meeting Benchmark,2022,Proportion,65.2
Provincial,Saskatchewan,Cataract Surgery,50th Percentile,2022,Days,76.0
Provincial,Saskatchewan,Cataract Surgery,90th Percentile,2022,Days,252.5
Provincial,Saskatchewan,Cataract Surgery,Volume,2022,Number of cases,9765.0
Provincial,Saskatchewan,Colorectal Cancer Surgery,50th Percentile,2022,Days,21.0
Provincial,Saskatchewan,Colorectal Cancer Surgery,90th Percentile,2022,Days,49.0
Provincial,Saskatchewan,Colorectal Cancer Surgery,Volume,2022,Number of cases,368.0
Provincial,Saskatchewan,CT Scan,50th Percentile,2022,Days,25.0
Provincial,Saskatchewan,CT Scan,90th Percentile,2022,Days,129.0
Provincial,Saskatchewan,CT Scan,Volume,2022,Number of cases,53315.0
Provincial,Saskatchewan,Hip Replacement,% Meeting Benchmark,2022,Proportion,36.3
Provincial,Saskatchewan,Hip Replacement,50th Percentile,2022,Days,285.0
Provincial,Saskatchewan,Hip Replacement,90th Percentile,2022,Days,716.0
Provincial,Saskatchewan,Hip Replacement,Volume,2022,Number of cases,2353.0
Provincial,Saskatchewan,Knee Replacement,% Meeting Benchmark,2022,Proportion,23.7
Provincial,Saskatchewan,Knee Replacement,50th Percentile,2022,Days,458.0
Provincial,Saskatchewan,Knee Replacement,90th Percentile,2022,Days,817.0
Provincial,Saskatchewan,Knee Replacement,Volume,2022,Number of cases,3673.0
Provincial,Saskatchewan,Lung Cancer Surgery,50th Percentile,2022,Days,19.0
Provincial,Saskatchewan,Lung Cancer Surgery,90th Percentile,2022,Days,40.0
Provincial,Saskatchewan,Lung Cancer Surgery,Volume,2022,Number of cases,126.0
Provincial,Saskatchewan,MRI Scan,50th Percentile,2022,Days,42.0
Provincial,Saskatchewan,MRI Scan,90th Percentile,2022,Days,203.0
Provincial,Saskatchewan,MRI Scan,Volume,2022,Number of cases,23840.0
Provincial,Saskatchewan,Prostate Cancer Surgery,50th Percentile,2022,Days,49.5
Provincial,Saskatchewan,Prostate Cancer Surgery,90th Percentile,2022,Days,140.0
Provincial,Saskatchewan,Prostate Cancer Surgery,Volume,2022,Number of cases,222.0
Provincial,Saskatchewan,Radiation Therapy,% Meeting Benchmark,2022,Proportion,97.8
Provincial,Saskatchewan,Radiation Therapy,50th Percentile,2022,Days,8.0
Provincial,Saskatchewan,Radiation Therapy,90th Percentile,2022,Days,20.0
Provincial,Saskatchewan,Radiation Therapy,Volume,2022,Number of cases,2460.0
Provincial,Alberta,Bladder Cancer Surgery,50th Percentile,2023,Days,33.0
Provincial,Alberta,Bladder Cancer Surgery,90th Percentile,2023,Days,79.0
Provincial,Alberta,Bladder Cancer Surgery,Volume,2023,Number of cases,2301.0
Provincial,Alberta,Breast Cancer Surgery,50th Percentile,2023,Days,22.0
Provincial,Alberta,Breast Cancer Surgery,90th Percentile,2023,Days,45.0
Provincial,Alberta,Breast Cancer Surgery,Volume,2023,Number of cases,4262.0
Provincial,Alberta,CABG,50th Percentile,2023,Days,7.6
Provincial,Alberta,CABG,90th Percentile,2023,Days,85.1
Provincial,Alberta,CABG,Volume,2023,Number of cases,1048.0
Provincial,Alberta,Cataract Surgery,% Meeting Benchmark,2023,Proportion,59.7
Provincial,Alberta,Cataract Surgery,50th Percentile,2023,Days,91.0
Provincial,Alberta,Cataract Surgery,90th Percentile,2023,Days,241.0
Provincial,Alberta,Cataract Surgery,Volume,2023,Number of cases,31141.0
Provincial,Alberta,Colorectal Cancer Surgery,50th Percentile,2023,Days,25.0
Provincial,Alberta,Colorectal Cancer Surgery,90th Percentile,2023,Days,58.0
Provincial,Alberta,Colorectal Cancer Surgery,Volume,2023,Number of cases,1437.0
Provincial,Alberta,CT Scan,50th Percentile,2023,Days,28.0
Provincial,Alberta,CT Scan,90th Percentile,2023,Days,91.0
Provincial,Alberta,CT Scan,Volume,2023,Number of cases,167163.0
Provincial,Alberta,Hip Replacement,% Meeting Benchmark,2023,Proportion,62.4
Provincial,Alberta,Hip Replacement,50th Percentile,2023,Days,131.0
Provincial,Alberta,Hip Replacement,90th Percentile,2023,Days,433.0
Provincial,Alberta,Hip Replacement,Volume,2023,Number of cases,5821.0
Provincial,Alberta,Knee Replacement,% Meeting Benchmark,2023,Proportion,53.3
Provincial,Alberta,Knee Replacement,50th Percentile,2023,Days,167.0
Provincial,Alberta,Knee Replacement,90th Percentile,2023,Days,512.0
Provincial,Alberta,Knee Replacement,Volume,2023,Number of cases,9103.0
Provincial,Alberta,Lung Cancer Surgery,50th Percentile,2023,Days,32.0
Provincial,Alberta,Lung Cancer Surgery,90th Percentile,2023,Days,64.0
Provincial,Alberta,Lung Cancer Surgery,Volume,2023,Number of cases,828.0
Provincial,Alberta,MRI Scan,50th Percentile,2023,Days,47.0
Provincial,Alberta,MRI Scan,90th Percentile,2023,Days,168.0
Provincial,Alberta,MRI Scan,Volume,2023,Number of cases,135361.0
Provincial,Alberta,Prostate Cancer Surgery,50th Percentile,2023,Days,56.0
Provincial,Alberta,Prostate Cancer Surgery,90th Percentile,2023,Days,150.0
Provincial,Alberta,Prostate Cancer Surgery,Volume,2023,Number of cases,1031.0
Provincial,Alberta,Radiation Therapy,% Meeting Benchmark,2023,Proportion,96.5
Provincial,Alberta,Radiation Therapy,50th Percentile,2023,Days,11.0
Provincial,Alberta,Radiation Therapy,90th Percentile,2023,Days,21.0
Provincial,Alberta,Radiation Therapy,Volume,2023,Number of cases,9848.0
Provincial,British Columbia,Bladder Cancer Surgery,50th Percentile,2023,Days,24.0
Provincial,British Columbia,Bladder Cancer Surgery,90th Percentile,2023,Days,55.0
Provincial,British Columbia,Bladder Cancer Surgery,Volume,2023,Number of cases,3997.0
Provincial,British Columbia,Breast Cancer Surgery,50th Percentile,2023,Days,19.0
Provincial,British Columbia,Breast Cancer Surgery,90th Percentile,2023,Days,45.0
Provincial,British Columbia,Breast Cancer Surgery,Volume,2023,Number of cases,4624.0
Provincial,British Columbia,CABG,50th Percentile,2023,Days,9.0
Provincial,British Columbia,CABG,90th Percentile,2023,Days,83.0
Provincial,British Columbia,CABG,Volume,2023,Number of cases,1650.0
Provincial,British Columbia,Cataract Surgery,% Meeting Benchmark,2023,Proportion,82.3
Provincial,British Columbia,Cataract Surgery,50th Percentile,2023,Days,42.0
Provincial,British Columbia,Cataract Surgery,90th Percentile,2023,Days,158.0
Provincial,British Columbia,Cataract Surgery,Volume,2023,Number of cases,75527.0
Provincial,British Columbia,Colorectal Cancer Surgery,50th Percentile,2023,Days,20.0
Provincial,British Columbia,Colorectal Cancer Surgery,90th Percentile,2023,Days,48.0
Provincial,British Columbia,Colorectal Cancer Surgery,Volume,2023,Number of cases,1952.0
Provincial,British Columbia,CT Scan,50th Percentile,2023,Days,27.0
Provincial,British Columbia,CT Scan,90th Percentile,2023,Days,183.0
Provincial,British Columbia,CT Scan,Volume,2023,Number of cases,308906.0
Provincial,British Columbia,Hip Replacement,% Meeting Benchmark,2023,Proportion,63.9
Provincial,British Columbia,Hip Replacement,50th Percentile,2023,Days,127.0
Provincial,British Columbia,Hip Replacement,90th Percentile,2023,Days,350.0
Provincial,British Columbia,Hip Replacement,Volume,2023,Number of cases,7770.0
Provincial,British Columbia,Knee Replacement,% Meeting Benchmark,2023,Proportion,55.4
Provincial,British Columbia,Knee Replacement,50th Percentile,2023,Days,161.0
Provincial,British Columbia,Knee Replacement,90th Percentile,2023,Days,400.0
Provincial,British Columbia,Knee Replacement,Volume,2023,Number of cases,11413.0
Provincial,British Columbia,Lung Cancer Surgery,50th Percentile,2023,Days,27.0
Provincial,British Columbia,Lung Cancer Surgery,90th Percentile,2023,Days,70.0
Provincial,British Columbia,Lung Cancer Surgery,Volume,2023,Number of cases,1127.0
Provincial,British Columbia,MRI Scan,50th Percentile,2023,Days,77.0
Provincial,British Columbia,MRI Scan,90th Percentile,2023,Days,182.0
Provincial,British Columbia,MRI Scan,Volume,2023,Number of cases,202392.0
Provincial,British Columbia,Prostate Cancer Surgery,50th Percentile,2023,Days,41.0
Provincial,British Columbia,Prostate Cancer Surgery,90th Percentile,2023,Days,109.0
Provincial,British Columbia,Prostate Cancer Surgery,Volume,2023,Number of cases,1034.0
Provincial,British Columbia,Radiation Therapy,% Meeting Benchmark,2023,Proportion,76.2
Provincial,British Columbia,Radiation Therapy,50th Percentile,2023,Days,17.0
Provincial,British Columbia,Radiation Therapy,90th Percentile,2023,Days,48.0
Provincial,British Columbia,Radiation Therapy,Volume,2023,Number of cases,13609.0
Provincial,Manitoba,Bladder Cancer Surgery,50th Percentile,2023,Days,N/A
Provincial,Manitoba,Bladder Cancer Surgery,90th Percentile,2023,Days,N/A
Provincial,Manitoba,Bladder Cancer Surgery,Volume,2023,Number of cases,N/A
Provincial,Manitoba,Breast Cancer Surgery,50th Percentile,2023,Days,29.0
Provincial,Manitoba,Breast Cancer Surgery,90th Percentile,2023,Days,62.0
Provincial,Manitoba,Breast Cancer Surgery,Volume,2023,Number of cases,542.0
Provincial,Manitoba,CABG,50th Percentile,2023,Days,11.0
Provincial,Manitoba,CABG,90th Percentile,2023,Days,61.0
Provincial,Manitoba,CABG,Volume,2023,Number of cases,303.0
Provincial,Manitoba,Cataract Surgery,% Meeting Benchmark,2023,Proportion,65.0
Provincial,Manitoba,Cataract Surgery,50th Percentile,2023,Days,71.0
Provincial,Manitoba,Cataract Surgery,90th Percentile,2023,Days,329.0
Provincial,Manitoba,Cataract Surgery,Volume,2023,Number of cases,8916.0
Provincial,Manitoba,Colorectal Cancer Surgery,50th Percentile,2023,Days,N/A
Provincial,Manitoba,Colorectal Cancer Surgery,90th Percentile,2023,Days,N/A
Provincial,Manitoba,Colorectal Cancer Surgery,Volume,2023,Number of cases,N/A
Provincial,Manitoba,CT Scan,50th Percentile,2023,Days,40.0
Provincial,Manitoba,CT Scan,90th Percentile,2023,Days,134.0
Provincial,Manitoba,CT Scan,Volume,2023,Number of cases,50491.0
Provincial,Manitoba,Hip Replacement,% Meeting Benchmark,2023,Proportion,60.0
Provincial,Manitoba,Hip Replacement,50th Percentile,2023,Days,148.0
Provincial,Manitoba,Hip Replacement,90th Percentile,2023,Days,462.0
Provincial,Manitoba,Hip Replacement,Volume,2023,Number of cases,2011.0
Provincial,Manitoba,Knee Replacement,% Meeting Benchmark,2023,Proportion,44.0
Provincial,Manitoba,Knee Replacement,50th Percentile,2023,Days,211.0
Provincial,Manitoba,Knee Replacement,90th Percentile,2023,Days,633.0
Provincial,Manitoba,Knee Replacement,Volume,2023,Number of cases,3627.0
Provincial,Manitoba,Lung Cancer Surgery,50th Percentile,2023,Days,30.0
Provincial,Manitoba,Lung Cancer Surgery,90th Percentile,2023,Days,98.0
Provincial,Manitoba,Lung Cancer Surgery,Volume,2023,Number of cases,321.0
Provincial,Manitoba,MRI Scan,50th Percentile,2023,Days,99.0
Provincial,Manitoba,MRI Scan,90th Percentile,2023,Days,283.0
Provincial,Manitoba,MRI Scan,Volume,2023,Number of cases,37605.0
Provincial,Manitoba,Prostate Cancer Surgery,50th Percentile,2023,Days,N/A
Provincial,Manitoba,Prostate Cancer Surgery,90th Percentile,2023,Days,N/A
Provincial,Manitoba,Prostate Cancer Surgery,Volume,2023,Number of cases,N/A
Provincial,Manitoba,Radiation Therapy,% Meeting Benchmark,2023,Proportion,98.0
Provincial,Manitoba,Radiation Therapy,50th Percentile,2023,Days,18.0
Provincial,Manitoba,Radiation Therapy,90th Percentile,2023,Days,28.0
Provincial,Manitoba,Radiation Therapy,Volume,2023,Number of cases,3867.0
Provincial,New Brunswick,Bladder Cancer Surgery,50th Percentile,2023,Days,27.0
Provincial,New Brunswick,Bladder Cancer Surgery,90th Percentile,2023,Days,59.0
Provincial,New Brunswick,Bladder Cancer Surgery,Volume,2023,Number of cases,635.0
Provincial,New Brunswick,Breast Cancer Surgery,50th Percentile,2023,Days,23.0
Provincial,New Brunswick,Breast Cancer Surgery,90th Percentile,2023,Days,52.0
Provincial,New Brunswick,Breast Cancer Surgery,Volume,2023,Number of cases,787.0
Provincial,New Brunswick,CABG,50th Percentile,2023,Days,9.0
Provincial,New Brunswick,CABG,90th Percentile,2023,Days,132.0
Provincial,New Brunswick,CABG,Volume,2023,Number of cases,403.0
Provincial,New Brunswick,Cataract Surgery,% Meeting Benchmark,2023,Proportion,63.9
