reporting_level,province,region,indicator,metric,data_year,unit_of_measurement,indicator_result
Provincial,Ontario,,Radiation Therapy,% Meeting Benchmark,2019,Proportion,98.21
Provincial,Ontario,,Radiation Therapy,50th Percentile,2019,Days,9.1
Provincial,Ontario,,Radiation Therapy,90th Percentile,2019,Days,18.2
Provincial,Ontario,,Radiation Therapy,Volume,2019,Number of cases,17454.0
Provincial,Prince Edward Island,,Bladder Cancer Surgery,50th Percentile,2019,Days,34.0
Provincial,Prince Edward Island,,Bladder Cancer Surgery,90th Percentile,2019,Days,68.4
Provincial,Prince Edward Island,,Bladder Cancer Surgery,Volume,2019,Number of cases,37.0
Provincial,Prince Edward Island,,Breast Cancer Surgery,50th Percentile,2019,Days,15.0
Provincial,Prince Edward Island,,Breast Cancer Surgery,90th Percentile,2019,Days,31.5
Provincial,Prince Edward Island,,Breast Cancer Surgery,Volume,2019,Number of cases,58.0
Provincial,Prince Edward Island,,CABG,50th Percentile,2019,Days,N/A
Provincial,Prince Edward Island,,CABG,90th Percentile,2019,Days,N/A
Provincial,Prince Edward Island,,CABG,Volume,2019,Number of cases,N/A
Provincial,Prince Edward Island,,Cataract Surgery,% Meeting Benchmark,2019,Proportion,28.0
Provincial,Prince Edward Island,,Cataract Surgery,50th Percentile,2019,Days,166.6
Provincial,Prince Edward Island,,Cataract Surgery,90th Percentile,2019,Days,356.1
Provincial,Prince Edward Island,,Cataract Surgery,Volume,2019,Number of cases,753.0
Provincial,Prince Edward Island,,Colorectal Cancer Surgery,50th Percentile,2019,Days,20.0
Provincial,Prince Edward Island,,Colorectal Cancer Surgery,90th Percentile,2019,Days,60.4
Provincial,Prince Edward Island,,Colorectal Cancer Surgery,Volume,2019,Number of cases,35.0
Provincial,Prince Edward Island,,CT Scan,50th Percentile,2019,Days,27.0
Provincial,Prince Edward Island,,CT Scan,90th Percentile,2019,Days,61.9
Provincial,Prince Edward Island,,CT Scan,Volume,2019,Number of cases,4452.0
Provincial,Prince Edward Island,,Hip Fracture Repair,% Meeting Benchmark,2019,Proportion,93.9393939393939
Provincial,Prince Edward Island,,Hip Fracture Repair,50th Percentile,2019,Hours,16.1166666666667
Provincial,Prince Edward Island,,Hip Fracture Repair,90th Percentile,2019,Hours,44.3
Provincial,Prince Edward Island,,Hip Fracture Repair,Volume,2019,Number of cases,66.0
Provincial,Prince Edward Island,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2019,Proportion,94.0
Provincial,Prince Edward Island,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2019,Hours,15.6
Provincial,Prince Edward Island,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2019,Hours,42.1
Provincial,Prince Edward Island,,Hip Fracture Repair/Emergency and Inpatient,Volume,2019,Number of cases,71.0
Provincial,Prince Edward Island,,Hip Replacement,% Meeting Benchmark,2019,Proportion,66.0
Provincial,Prince Edward Island,,Hip Replacement,50th Percentile,2019,Days,137.5
Provincial,Prince Edward Island,,Hip Replacement,90th Percentile,2019,Days,332.5
Provincial,Prince Edward Island,,Hip Replacement,Volume,2019,Number of cases,106.0
Provincial,Prince Edward Island,,Knee Replacement,% Meeting Benchmark,2019,Proportion,28.4
Provincial,Prince Edward Island,,Knee Replacement,50th Percentile,2019,Days,245.9
Provincial,Prince Edward Island,,Knee Replacement,90th Percentile,2019,Days,340.5
Provincial,Prince Edward Island,,Knee Replacement,Volume,2019,Number of cases,176.0
Provincial,Prince Edward Island,,Lung Cancer Surgery,50th Percentile,2019,Days,N/A
Provincial,Prince Edward Island,,Lung Cancer Surgery,90th Percentile,2019,Days,N/A
Provincial,Prince Edward Island,,Lung Cancer Surgery,Volume,2019,Number of cases,N/A
Provincial,Prince Edward Island,,MRI Scan,50th Percentile,2019,Days,45.3
Provincial,Prince Edward Island,,MRI Scan,90th Percentile,2019,Days,210.0
Provincial,Prince Edward Island,,MRI Scan,Volume,2019,Number of cases,2253.0
Provincial,Prince Edward Island,,Prostate Cancer Surgery,50th Percentile,2019,Days,N/A
Provincial,Prince Edward Island,,Prostate Cancer Surgery,90th Percentile,2019,Days,N/A
Provincial,Prince Edward Island,,Prostate Cancer Surgery,Volume,2019,Number of cases,N/A
Provincial,Prince Edward Island,,Radiation Therapy,% Meeting Benchmark,2019,Proportion,99.2
Provincial,Prince Edward Island,,Radiation Therapy,50th Percentile,2019,Days,10.0
Provincial,Prince Edward Island,,Radiation Therapy,90th Percentile,2019,Days,21.0
Provincial,Prince Edward Island,,Radiation Therapy,Volume,2019,Number of cases,265.0
Provincial,Quebec,,Bladder Cancer Surgery,50th Percentile,2019,Days,26.0
Provincial,Quebec,,Bladder Cancer Surgery,90th Percentile,2019,Days,50.0
Provincial,Quebec,,Bladder Cancer Surgery,Volume,2019,Number of cases,3148.0
Provincial,Quebec,,Breast Cancer Surgery,50th Percentile,2019,Days,20.0
Provincial,Quebec,,Breast Cancer Surgery,90th Percentile,2019,Days,42.0
Provincial,Quebec,,Breast Cancer Surgery,Volume,2019,Number of cases,4102.0
Provincial,Quebec,,CABG,50th Percentile,2019,Days,N/A
Provincial,Quebec,,CABG,90th Percentile,2019,Days,N/A
Provincial,Quebec,,CABG,Volume,2019,Number of cases,3304.0
Provincial,Quebec,,Cataract Surgery,% Meeting Benchmark,2019,Proportion,82.3
Provincial,Quebec,,Cataract Surgery,50th Percentile,2019,Days,42.0
Provincial,Quebec,,Cataract Surgery,90th Percentile,2019,Days,145.0
Provincial,Quebec,,Cataract Surgery,Volume,2019,Number of cases,47769.0
Provincial,Quebec,,Colorectal Cancer Surgery,50th Percentile,2019,Days,21.0
Provincial,Quebec,,Colorectal Cancer Surgery,90th Percentile,2019,Days,42.0
Provincial,Quebec,,Colorectal Cancer Surgery,Volume,2019,Number of cases,1886.0
Provincial,Quebec,,CT Scan,50th Percentile,2019,Days,N/A
Provincial,Quebec,,CT Scan,90th Percentile,2019,Days,N/A
Provincial,Quebec,,CT Scan,Volume,2019,Number of cases,N/A
Provincial,Quebec,,Hip Fracture Repair,% Meeting Benchmark,2019,Proportion,N/A
Provincial,Quebec,,Hip Fracture Repair,50th Percentile,2019,Hours,N/A
Provincial,Quebec,,Hip Fracture Repair,90th Percentile,2019,Hours,N/A
Provincial,Quebec,,Hip Fracture Repair,Volume,2019,Number of cases,N/A
Provincial,Quebec,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2019,Proportion,N/A
Provincial,Quebec,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2019,Hours,N/A
Provincial,Quebec,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2019,Hours,N/A
Provincial,Quebec,,Hip Fracture Repair/Emergency and Inpatient,Volume,2019,Number of cases,N/A
Provincial,Quebec,,Hip Replacement,% Meeting Benchmark,2019,Proportion,75.9
Provincial,Quebec,,Hip Replacement,50th Percentile,2019,Days,105.0
Provincial,Quebec,,Hip Replacement,90th Percentile,2019,Days,249.0
Provincial,Quebec,,Hip Replacement,Volume,2019,Number of cases,3756.0
Provincial,Quebec,,Knee Replacement,% Meeting Benchmark,2019,Proportion,72.2
Provincial,Quebec,,Knee Replacement,50th Percentile,2019,Days,118.0
Provincial,Quebec,,Knee Replacement,90th Percentile,2019,Days,269.0
Provincial,Quebec,,Knee Replacement,Volume,2019,Number of cases,5297.0
Provincial,Quebec,,Lung Cancer Surgery,50th Percentile,2019,Days,27.0
Provincial,Quebec,,Lung Cancer Surgery,90th Percentile,2019,Days,55.0
Provincial,Quebec,,Lung Cancer Surgery,Volume,2019,Number of cases,1378.0
Provincial,Quebec,,MRI Scan,50th Percentile,2019,Days,N/A
Provincial,Quebec,,MRI Scan,90th Percentile,2019,Days,N/A
Provincial,Quebec,,MRI Scan,Volume,2019,Number of cases,N/A
Provincial,Quebec,,Prostate Cancer Surgery,50th Percentile,2019,Days,40.0
Provincial,Quebec,,Prostate Cancer Surgery,90th Percentile,2019,Days,95.0
Provincial,Quebec,,Prostate Cancer Surgery,Volume,2019,Number of cases,759.0
Provincial,Quebec,,Radiation Therapy,% Meeting Benchmark,2019,Proportion,98.0
Provincial,Quebec,,Radiation Therapy,50th Percentile,2019,Days,N/A
Provincial,Quebec,,Radiation Therapy,90th Percentile,2019,Days,N/A
Provincial,Quebec,,Radiation Therapy,Volume,2019,Number of cases,12942.0
Provincial,Saskatchewan,,Bladder Cancer Surgery,50th Percentile,2019,Days,16.0
Provincial,Saskatchewan,,Bladder Cancer Surgery,90th Percentile,2019,Days,31.0
Provincial,Saskatchewan,,Bladder Cancer Surgery,Volume,2019,Number of cases,317.0
Provincial,Saskatchewan,,Breast Cancer Surgery,50th Percentile,2019,Days,18.5
Provincial,Saskatchewan,,Breast Cancer Surgery,90th Percentile,2019,Days,36.0
Provincial,Saskatchewan,,Breast Cancer Surgery,Volume,2019,Number of cases,396.0
Provincial,Saskatchewan,,CABG,50th Percentile,2019,Days,4.0
Provincial,Saskatchewan,,CABG,90th Percentile,2019,Days,35.0
Provincial,Saskatchewan,,CABG,Volume,2019,Number of cases,177.0
Provincial,Saskatchewan,,Cataract Surgery,% Meeting Benchmark,2019,Proportion,60.596431190418
Provincial,Saskatchewan,,Cataract Surgery,50th Percentile,2019,Days,85.0
Provincial,Saskatchewan,,Cataract Surgery,90th Percentile,2019,Days,234.5
Provincial,Saskatchewan,,Cataract Surgery,Volume,2019,Number of cases,4091.0
Provincial,Saskatchewan,,Colorectal Cancer Surgery,50th Percentile,2019,Days,16.0
Provincial,Saskatchewan,,Colorectal Cancer Surgery,90th Percentile,2019,Days,35.0
Provincial,Saskatchewan,,Colorectal Cancer Surgery,Volume,2019,Number of cases,179.0
Provincial,Saskatchewan,,CT Scan,50th Percentile,2019,Days,25.0
Provincial,Saskatchewan,,CT Scan,90th Percentile,2019,Days,72.0
Provincial,Saskatchewan,,CT Scan,Volume,2019,Number of cases,24733.0
Provincial,Saskatchewan,,Hip Fracture Repair,% Meeting Benchmark,2019,Proportion,83.4914611005693
Provincial,Saskatchewan,,Hip Fracture Repair,50th Percentile,2019,Hours,26.6666666666667
Provincial,Saskatchewan,,Hip Fracture Repair,90th Percentile,2019,Hours,62.3333333333333
Provincial,Saskatchewan,,Hip Fracture Repair,Volume,2019,Number of cases,527.0
Provincial,Saskatchewan,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2019,Proportion,N/A
Provincial,Saskatchewan,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2019,Hours,N/A
Provincial,Saskatchewan,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2019,Hours,N/A
Provincial,Saskatchewan,,Hip Fracture Repair/Emergency and Inpatient,Volume,2019,Number of cases,N/A
Provincial,Saskatchewan,,Hip Replacement,% Meeting Benchmark,2019,Proportion,47.3684210526316
Provincial,Saskatchewan,,Hip Replacement,50th Percentile,2019,Days,194.0
Provincial,Saskatchewan,,Hip Replacement,90th Percentile,2019,Days,381.0
Provincial,Saskatchewan,,Hip Replacement,Volume,2019,Number of cases,874.0
Provincial,Saskatchewan,,Knee Replacement,% Meeting Benchmark,2019,Proportion,38.8070692194404
Provincial,Saskatchewan,,Knee Replacement,50th Percentile,2019,Days,254.5
Provincial,Saskatchewan,,Knee Replacement,90th Percentile,2019,Days,410.0
Provincial,Saskatchewan,,Knee Replacement,Volume,2019,Number of cases,1358.0
Provincial,Saskatchewan,,Lung Cancer Surgery,50th Percentile,2019,Days,13.5
Provincial,Saskatchewan,,Lung Cancer Surgery,90th Percentile,2019,Days,31.5
Provincial,Saskatchewan,,Lung Cancer Surgery,Volume,2019,Number of cases,80.0
Provincial,Saskatchewan,,MRI Scan,50th Percentile,2019,Days,48.0
Provincial,Saskatchewan,,MRI Scan,90th Percentile,2019,Days,260.0
Provincial,Saskatchewan,,MRI Scan,Volume,2019,Number of cases,12044.0
Provincial,Saskatchewan,,Prostate Cancer Surgery,50th Percentile,2019,Days,43.0
Provincial,Saskatchewan,,Prostate Cancer Surgery,90th Percentile,2019,Days,146.0
Provincial,Saskatchewan,,Prostate Cancer Surgery,Volume,2019,Number of cases,80.0
Provincial,Saskatchewan,,Radiation Therapy,% Meeting Benchmark,2019,Proportion,97.0
Provincial,Saskatchewan,,Radiation Therapy,50th Percentile,2019,Days,8.0
Provincial,Saskatchewan,,Radiation Therapy,90th Percentile,2019,Days,20.0
Provincial,Saskatchewan,,Radiation Therapy,Volume,2019,Number of cases,1079.0
Provincial,Alberta,,Bladder Cancer Surgery,50th Percentile,2020,Days,20.0
Provincial,Alberta,,Bladder Cancer Surgery,90th Percentile,2020,Days,64.0
Provincial,Alberta,,Bladder Cancer Surgery,Volume,2020,Number of cases,1024.0
Provincial,Alberta,,Breast Cancer Surgery,50th Percentile,2020,Days,15.0
Provincial,Alberta,,Breast Cancer Surgery,90th Percentile,2020,Days,34.0
Provincial,Alberta,,Breast Cancer Surgery,Volume,2020,Number of cases,1513.0
Provincial,Alberta,,CABG,50th Percentile,2020,Days,8.0
Provincial,Alberta,,CABG,90th Percentile,2020,Days,118.0
Provincial,Alberta,,CABG,Volume,2020,Number of cases,419.0
Provincial,Alberta,,Cataract Surgery,% Meeting Benchmark,2020,Proportion,34.6
Provincial,Alberta,,Cataract Surgery,50th Percentile,2020,Days,183.0
Provincial,Alberta,,Cataract Surgery,90th Percentile,2020,Days,396.0
Provincial,Alberta,,Cataract Surgery,Volume,2020,Number of cases,10424.0
Provincial,Alberta,,Colorectal Cancer Surgery,50th Percentile,2020,Days,20.0
Provincial,Alberta,,Colorectal Cancer Surgery,90th Percentile,2020,Days,48.0
Provincial,Alberta,,Colorectal Cancer Surgery,Volume,2020,Number of cases,638.0
Provincial,Alberta,,CT Scan,50th Percentile,2020,Days,18.0
Provincial,Alberta,,CT Scan,90th Percentile,2020,Days,144.0
Provincial,Alberta,,CT Scan,Volume,2020,Number of cases,71841.0
Provincial,Alberta,,Hip Fracture Repair,% Meeting Benchmark,2020,Proportion,92.5546448087432
Provincial,Alberta,,Hip Fracture Repair,50th Percentile,2020,Hours,17.7083333333333
Provincial,Alberta,,Hip Fracture Repair,90th Percentile,2020,Hours,43.85
Provincial,Alberta,,Hip Fracture Repair,Volume,2020,Number of cases,1464.0
Provincial,Alberta,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2020,Proportion,87.5184638109306
Provincial,Alberta,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2020,Hours,23.8333333333333
Provincial,Alberta,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2020,Hours,50.1666666666667
Provincial,Alberta,,Hip Fracture Repair/Emergency and Inpatient,Volume,2020,Number of cases,1354.0
Provincial,Alberta,,Hip Replacement,% Meeting Benchmark,2020,Proportion,48.9
Provincial,Alberta,,Hip Replacement,50th Percentile,2020,Days,187.0
Provincial,Alberta,,Hip Replacement,90th Percentile,2020,Days,379.0
Provincial,Alberta,,Hip Replacement,Volume,2020,Number of cases,1584.0
Provincial,Alberta,,Knee Replacement,% Meeting Benchmark,2020,Proportion,38.9
Provincial,Alberta,,Knee Replacement,50th Percentile,2020,Days,217.0
Provincial,Alberta,,Knee Replacement,90th Percentile,2020,Days,423.0
Provincial,Alberta,,Knee Replacement,Volume,2020,Number of cases,2082.0
Provincial,Alberta,,Lung Cancer Surgery,50th Percentile,2020,Days,22.0
Provincial,Alberta,,Lung Cancer Surgery,90th Percentile,2020,Days,49.0
Provincial,Alberta,,Lung Cancer Surgery,Volume,2020,Number of cases,342.0
Provincial,Alberta,,MRI Scan,50th Percentile,2020,Days,34.0
Provincial,Alberta,,MRI Scan,90th Percentile,2020,Days,334.0
Provincial,Alberta,,MRI Scan,Volume,2020,Number of cases,52352.0
Provincial,Alberta,,Prostate Cancer Surgery,50th Percentile,2020,Days,49.0
Provincial,Alberta,,Prostate Cancer Surgery,90th Percentile,2020,Days,162.0
Provincial,Alberta,,Prostate Cancer Surgery,Volume,2020,Number of cases,499.0
Provincial,Alberta,,Radiation Therapy,% Meeting Benchmark,2020,Proportion,98.7
Provincial,Alberta,,Radiation Therapy,50th Percentile,2020,Days,9.0
Provincial,Alberta,,Radiation Therapy,90th Percentile,2020,Days,20.0
Provincial,Alberta,,Radiation Therapy,Volume,2020,Number of cases,4605.0
Provincial,British Columbia,,Bladder Cancer Surgery,50th Percentile,2020,Days,21.0
Provincial,British Columbia,,Bladder Cancer Surgery,90th Percentile,2020,Days,59.0
Provincial,British Columbia,,Bladder Cancer Surgery,Volume,2020,Number of cases,1728.0
Provincial,British Columbia,,Breast Cancer Surgery,50th Percentile,2020,Days,15.0
Provincial,British Columbia,,Breast Cancer Surgery,90th Percentile,2020,Days,41.0
Provincial,British Columbia,,Breast Cancer Surgery,Volume,2020,Number of cases,1817.0
Provincial,British Columbia,,CABG,50th Percentile,2020,Days,5.0
Provincial,British Columbia,,CABG,90th Percentile,2020,Days,62.0
Provincial,British Columbia,,CABG,Volume,2020,Number of cases,827.0
Provincial,British Columbia,,Cataract Surgery,% Meeting Benchmark,2020,Proportion,52.4
Provincial,British Columbia,,Cataract Surgery,50th Percentile,2020,Days,105.0
Provincial,British Columbia,,Cataract Surgery,90th Percentile,2020,Days,306.0
Provincial,British Columbia,,Cataract Surgery,Volume,2020,Number of cases,23197.0
Provincial,British Columbia,,Colorectal Cancer Surgery,50th Percentile,2020,Days,16.0
Provincial,British Columbia,,Colorectal Cancer Surgery,90th Percentile,2020,Days,46.0
Provincial,British Columbia,,Colorectal Cancer Surgery,Volume,2020,Number of cases,788.0
Provincial,British Columbia,,CT Scan,50th Percentile,2020,Days,21.0
Provincial,British Columbia,,CT Scan,90th Percentile,2020,Days,148.0
Provincial,British Columbia,,CT Scan,Volume,2020,Number of cases,117656.0
Provincial,British Columbia,,Hip Fracture Repair,% Meeting Benchmark,2020,Proportion,80.6329113924051
Provincial,British Columbia,,Hip Fracture Repair,50th Percentile,2020,Hours,28.4166666666667
Provincial,British Columbia,,Hip Fracture Repair,90th Percentile,2020,Hours,65.3416666666667
Provincial,British Columbia,,Hip Fracture Repair,Volume,2020,Number of cases,2370.0
Provincial,British Columbia,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2020,Proportion,N/A
Provincial,British Columbia,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2020,Hours,N/A
Provincial,British Columbia,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2020,Hours,N/A
Provincial,British Columbia,,Hip Fracture Repair/Emergency and Inpatient,Volume,2020,Number of cases,N/A
Provincial,British Columbia,,Hip Replacement,% Meeting Benchmark,2020,Proportion,57.9
Provincial,British Columbia,,Hip Replacement,50th Percentile,2020,Days,158.0
Provincial,British Columbia,,Hip Replacement,90th Percentile,2020,Days,329.0
Provincial,British Columbia,,Hip Replacement,Volume,2020,Number of cases,2466.0
Provincial,British Columbia,,Knee Replacement,% Meeting Benchmark,2020,Proportion,50.0
Provincial,British Columbia,,Knee Replacement,50th Percentile,2020,Days,183.0
Provincial,British Columbia,,Knee Replacement,90th Percentile,2020,Days,384.0
Provincial,British Columbia,,Knee Replacement,Volume,2020,Number of cases,3569.0
Provincial,British Columbia,,Lung Cancer Surgery,50th Percentile,2020,Days,15.0
Provincial,British Columbia,,Lung Cancer Surgery,90th Percentile,2020,Days,42.0
Provincial,British Columbia,,Lung Cancer Surgery,Volume,2020,Number of cases,496.0
Provincial,British Columbia,,MRI Scan,50th Percentile,2020,Days,70.0
Provincial,British Columbia,,MRI Scan,90th Percentile,2020,Days,208.0
Provincial,British Columbia,,MRI Scan,Volume,2020,Number of cases,62815.0
